accession,submission_date,sequence_length,organism
KM873665,14-JAN-2015,17135,Vanellus cinereus
KM886937,14-JAN-2015,16786,Gallus gallus
KM886936,14-JAN-2015,16785,Gallus gallus
KJ699124,08-JAN-2015,17952,Accipiter virgatus
KF997865,31-DEC-2014,17873,Garrulax perspicillatus
KF997864,31-DEC-2014,16803,Luscinia cyanura
KF997863,31-DEC-2014,16772,Phoenicurus auroreus
JX524614,30-DEC-2014,16979,Psittacara rubritorquis
JX215256,30-DEC-2014,16984,Psittacara mitratus mitratus
KM401546,23-DEC-2014,16669,Stercorarius maccormicki
NC_025786,26-NOV-2014,16767,Chrysolampis mosquitus
NC_025773,26-NOV-2014,17536,Caprimulgus indicus
NC_025654,14-NOV-2014,16731,Anser indicus
NC_025649,14-NOV-2014,16807,Chroicocephalus ridibundus
NC_025637,14-NOV-2014,16795,Vanellus vanellus
NC_025580,14-NOV-2014,18647,Accipiter nisus
NC_025521,14-NOV-2014,16984,Scolopax rusticola
NC_025514,14-NOV-2014,17074,Vanellus cinereus
NC_025508,14-NOV-2014,17020,Porphyrio porphyrio
NC_025507,14-NOV-2014,17359,Gallirallus philippensis
NC_025502,14-NOV-2014,17313,Lewinia muelleri
NC_025501,14-NOV-2014,17421,Eulabeornis castaneoventris
NC_025500,14-NOV-2014,17029,Fulica atra
NC_025499,14-NOV-2014,17009,Heliornis fulica
NC_025318,24-OCT-2014,16658,Tetrastes sewerzowi
KJ619585,24-NOV-2014,16767,Chrysolampis mosquitus
KM272749,22-NOV-2014,17536,Caprimulgus indicus
KF836419,20-NOV-2014,16995,Primolius couloni
KP001174,18-NOV-2014,16758,Pseudopodoces humilis
KF684946,24-JUL-2014,16639,Tadorna ferruginea
KF437906,24-JUL-2014,16651,Aix galericulata
KM577704,10-NOV-2014,16904,Passer montanus saturatus
KM455570,09-NOV-2014,16731,Anser indicus
KM577662,05-NOV-2014,16807,Chroicocephalus ridibundus
KM577158,02-NOV-2014,16795,Vanellus vanellus
KM360148,28-OCT-2014,18647,Accipiter nisus
KF800698,31-OCT-2014,16723,Cygnus columbianus jankowskii
KF701062,26-OCT-2014,17020,Porphyrio porphyrio
KF701061,26-OCT-2014,17359,Gallirallus philippensis
KF701060,26-OCT-2014,17464,Gallirallus australis hectori
KF644584,26-OCT-2014,17313,Lewinia muelleri
KF644583,26-OCT-2014,17421,Eulabeornis castaneoventris
KF644582,26-OCT-2014,17029,Fulica atra
KF644581,26-OCT-2014,17009,Heliornis fulica
KM434134,25-OCT-2014,16984,Scolopax rusticola
KM404175,22-OCT-2014,17074,Vanellus cinereus
KM364882,09-OCT-2014,18231,Buteo buteo burmanicus
KJ997914,05-OCT-2014,16658,Tetrastes sewerzowi
NC_024925,24-SEP-2014,16803,Emberiza rutila
NC_024924,24-SEP-2014,16798,Schoeniclus rusticus
NC_021445,10-JUN-2013,16796,Schoeniclus spodocephala
KC952874,16-SEP-2014,16803,Emberiza rutila
KC831775,16-SEP-2014,16798,Schoeniclus rusticus
KC953095,20-JUL-2013,16307,Strix leptogrammica
KC936100,10-JUL-2013,16972,Psittacara brevipes
KC758647,18-MAY-2013,16796,Schoeniclus spodocephala
KJ834096,02-SEP-2014,16750,Turdus naumanni naumanni
NC_024750,26-AUG-2014,16604,Tadorna tadorna
NC_024730,26-AUG-2014,17011,Pycnonotus melanicterus
NC_024726,26-AUG-2014,16875,Abrornis inornata
NC_024607,28-JUL-2014,16926,Corvus splendens
NC_024602,28-JUL-2014,16616,Aythya ferina
NC_024595,28-JUL-2014,16616,Aythya fuligula
NC_024575,28-JUL-2014,17016,Dupetor flavicollis
NC_024554,28-JUL-2014,16677,Lyrurus tetrix
NC_024552,28-JUL-2014,16759,Turdus hortulorum
NC_024539,28-JUL-2014,16960,Paradoxornis webbianus
NC_024533,28-JUL-2014,16686,Pavo cristatus
NC_024524,28-JUL-2014,16765,Emberiza cioides
KJ186975,20-AUG-2014,17011,Pycnonotus melanicterus
KF742677,20-AUG-2014,16875,Abrornis inornata
KJ794189,18-AUG-2014,16740,Anser cygnoides
KJ794188,18-AUG-2014,16742,Anser cygnoides
KJ794187,18-AUG-2014,16604,Tadorna tadorna
KM096864,14-AUG-2014,16784,Gallus gallus
KJ883269,14-AUG-2014,16605,Anas platyrhynchos
KJ778677,09-AUG-2014,16742,Anser cygnoides
KJ778676,09-AUG-2014,16606,Anas platyrhynchos
KJ739616,03-AUG-2014,16603,Anas platyrhynchos
KJ722068,02-AUG-2014,17235,Columba livia
KJ939353,08-JUL-2014,16710,Polyplectron napoleonis
KJ766304,08-JUL-2014,16926,Corvus splendens
KJ778617,08-JUL-2014,16784,Gallus gallus
KJ710708,08-JUL-2014,16616,Aythya ferina
KF955638,08-JUL-2014,16677,Lyrurus tetrix
KF725775,08-JUL-2014,16960,Paradoxornis webbianus
KF444060,08-JUL-2014,16686,Pavo cristatus
KJ722069,07-JUL-2014,16616,Aythya fuligula
KJ643141,06-JUL-2014,17016,Dupetor flavicollis
KF926987,07-JUL-2014,16759,Turdus hortulorum
KF322027,30-JUN-2014,16765,Emberiza cioides
KJ689447,29-JUN-2014,16603,Anas platyrhynchos
KJ637997,18-JUN-2014,16605,Anas platyrhynchos
KF293721,27-JUN-2013,16787,Ficedula albicollis
NC_024087,14-MAY-2014,17332,Aquila chrysaetos
NC_024107,14-MAY-2014,17949,Cecropis daurica
KJ499911,10-MAY-2014,17949,Cecropis daurica
KF905228,07-MAY-2014,17332,Aquila chrysaetos
NC_023969,09-APR-2014,16605,Aix galericulata
NC_023946,09-APR-2014,17795,Ciconia nigra
NC_023352,23-JAN-2014,16601,Mareca falcata
NC_022817,19-NOV-2013,17346,Spheniscus demersus
NC_010965,13-JUN-2008,16610,Cairina moschata
NC_023832,26-MAR-2014,16739,Anser cygnoides
KJ169568,06-APR-2014,16605,Aix galericulata
KJ147475,06-APR-2014,16922,Pycnonotus sinensis hainanus
KF906246,06-APR-2014,17795,Ciconia nigra
KF981434,10-MAR-2014,16784,Gallus gallus
KF954727,17-FEB-2014,16786,Gallus gallus
KC759527,28-APR-2013,16601,Mareca falcata
NC_014879,06-JAN-2011,16867,Podoces hendersoni
KJ124555,19-MAR-2014,16739,Anser cygnoides
KC914350,03-NOV-2013,17346,Spheniscus demersus
KF939304,16-FEB-2014,16785,Gallus gallus
KF926376,12-FEB-2014,17239,Columba livia
KF826490,22-JAN-2014,16783,Gallus gallus
NC_022815,19-NOV-2013,16909,Montifringilla ruficollis
KF682364,25-NOV-2013,17811,Aegypius monachus
NC_022452,26-SEP-2013,16601,Anas crecca
NC_022418,24-SEP-2013,16608,Anas poecilorhyncha
NC_022150,27-AUG-2013,16800,Schoeniclus aureolus
KF562761,10-NOV-2013,15559,Anas chathamica
KF203133,31-AUG-2013,16601,Anas crecca
KF156760,22-SEP-2013,16608,Anas poecilorhyncha
KF111713,11-AUG-2013,16800,Schoeniclus aureolus
NC_021408,10-JUN-2013,16790,Emberiza pusilla
NC_021641,05-JUL-2013,16737,Remiz consobrinus
KC407232,19-MAY-2013,16790,Emberiza pusilla
JX524615,19-MAY-2013,18983,Amazona barbadensis barbadensis
JQ782214,31-JAN-2013,16998,Psittacara acuticaudatus acuticaudatus
KF010318,16-JUL-2013,17027,Rhynchopsitta terrisi
NC_021368,10-JUN-2013,16678,Antigone vipio
NC_020595,25-MAR-2013,16841,Calyptorhynchus latirostris
NC_020594,25-MAR-2013,16841,Calyptorhynchus baudinii
NC_020593,25-MAR-2013,16841,Calyptorhynchus lathami
NC_020592,25-MAR-2013,16828,Cacatua moluccensis
NC_020573,04-APR-2013,16541,Anthropoides virgo
NC_020572,04-APR-2013,16696,Anthropoides paradiseus
NC_020582,25-MAR-2013,16697,Antigone canadensis
NC_020581,25-MAR-2013,16549,Antigone antigone
NC_020580,25-MAR-2013,16693,Antigone rubicunda
NC_020579,25-MAR-2013,16646,Grus nigricollis
NC_020578,25-MAR-2013,16650,Grus monacha
NC_020577,25-MAR-2013,16649,Grus grus
NC_020576,25-MAR-2013,16651,Grus americana
NC_020575,25-MAR-2013,16715,Grus japonensis
NC_020574,25-MAR-2013,16688,Grus leucogeranus
NC_020571,25-MAR-2013,16677,Grus carunculatus
NC_020570,25-MAR-2013,16786,Balearica pavonina
NC_020569,25-MAR-2013,16802,Balearica regulorum
NC_019668,03-DEC-2012,16873,Petroica phoenicea
NC_019667,03-DEC-2012,16891,Petroica goodenovii
NC_019666,03-DEC-2012,16844,Petroica boodang
NC_019665,03-DEC-2012,16768,Eopsaltria australis
NC_019664,03-DEC-2012,16868,Epthianura albifrons
JX901076,26-NOV-2012,16873,Petroica phoenicea
JX901075,26-NOV-2012,16891,Petroica goodenovii
JX901074,26-NOV-2012,16844,Petroica boodang
JX901073,26-NOV-2012,16768,Eopsaltria australis
JX901072,26-NOV-2012,16868,Epthianura albifrons
NC_019804,10-DEC-2012,18043,Neophema chrysogaster
JX133087,01-DEC-2012,18043,Neophema chrysogaster
NC_018034,13-JUN-2012,16707,Tetraophasis obscurus
NC_017601,11-APR-2012,16725,Saundersilarus saundersi
NC_016922,22-FEB-2012,16688,Anser fabalis
NC_016723,17-JAN-2012,16595,Mergus squamatus
NC_016679,17-JAN-2012,16680,Crossoptilon crossoptilon
NC_015887,01-AUG-2011,18291,Spilornis cheela
NC_014046,23-APR-2010,16849,Otis tarda
NC_013979,26-MAR-2010,16712,Lophophorus lhuysii
NC_013978,26-MAR-2010,17229,Columba livia
NC_013483,09-NOV-2009,16923,Pycnonotus taivanus
NC_013806,16-FEB-2010,17020,Apteryx owenii
NC_013619,14-DEC-2009,16727,Tragopan caboti
NC_013146,24-AUG-2009,16960,Threskiornis aethiopicus
NC_007979,03-MAY-2006,17777,Phaethon rubricauda
NC_007978,03-MAY-2006,16730,Synthliboramphus antiquus
NC_007897,09-MAR-2006,16853,Taeniopygia guttata
NC_007691,06-JAN-2006,16728,Cygnus columbianus
NC_005931,23-JUN-2004,15599,Strigops habroptila
NC_005932,23-JUN-2004,16223,Ninox novaeseelandiae
NC_002772,15-MAY-2001,18305,Eudromia elegans
NC_002781,15-MAY-2001,16701,Tinamus major
NC_002782,15-MAY-2001,16980,Apteryx haastii
NC_002783,15-MAY-2001,16749,Pterocnemia pennata
NC_003713,23-APR-2002,16791,Haematopus ater
NC_000846,25-AUG-1999,16714,Rhea americana
NC_012772,04-JUN-2009,16715,Platalea leucorodia
NC_011307,30-SEP-2008,17663,Falco tinnunculus
NC_011196,04-SEP-2008,16738,Anser anser
NC_010962,13-JUN-2008,16918,Platalea minor
NC_010094,03-DEC-2007,16356,Archilochus colubris
NC_009736,09-AUG-2007,17579,Egretta eulophotes
NC_009684,27-JUL-2007,16604,Anas platyrhynchos
NC_009134,23-MAR-2007,18193,Melopsittacus undulatus
NC_008140,12-JUN-2006,16134,Podiceps cristatus
NC_008139,12-JUN-2006,15574,Gavia pacifica
NC_008138,12-JUN-2006,16930,Eudyptes chrysocome
NC_003712,23-APR-2002,16725,Arenaria interpres
NC_002785,15-MAY-2001,16595,Struthio camelus
NC_002784,15-MAY-2001,16711,Dromaius novaehollandiae
NC_002673,17-FEB-2001,17061,Emeus crassus
NC_002672,17-FEB-2001,17070,Dinornis giganteus
HQ690247,09-JAN-2011,17180,Ixobrychus cinnamomeus
JX029991,10-JUN-2012,17527,Falco peregrinus
FJ769855,28-FEB-2010,16697,Antigone canadensis
FJ769854,28-FEB-2010,16549,Antigone antigone
FJ769853,28-FEB-2010,16693,Antigone rubicunda
FJ769852,28-FEB-2010,16678,Antigone vipio
FJ769851,28-FEB-2010,16646,Grus nigricollis
FJ769850,28-FEB-2010,16650,Grus monacha
FJ769849,28-FEB-2010,16649,Grus grus
FJ769848,28-FEB-2010,16651,Grus americana
FJ769847,28-FEB-2010,16715,Grus japonensis
FJ769846,28-FEB-2010,16688,Grus leucogeranus
FJ769845,28-FEB-2010,16541,Anthropoides virgo
FJ769844,28-FEB-2010,16696,Anthropoides paradiseus
FJ769843,28-FEB-2010,16677,Grus carunculatus
FJ769842,28-FEB-2010,16786,Balearica pavonina
FJ769841,28-FEB-2010,16802,Balearica regulorum
JQ071443,10-APR-2012,16725,Saundersilarus saundersi
AY309457,29-MAR-2004,16223,Ninox novaeseelandiae
AF338709,15-MAY-2001,16749,Pterocnemia pennata
HQ833701,31-DEC-2011,16595,Mergus squamatus
EU755252,09-JUN-2008,16604,Anas platyrhynchos
EU009397,14-JUL-2007,16604,Anas platyrhynchos
MN356171,21-DEC-2020,16531,Corythaeola cristata
MN356414,21-DEC-2020,16150,Erithacus rubecula
MW143077,21-DEC-2020,16914,Alaudala cheleensis
NC_052013,10-DEC-2020,16823,Cinclosoma castanotum
NC_052012,10-DEC-2020,16824,Cinclosoma clarum
NC_052011,10-DEC-2020,16849,Cinclosoma punctatum
MT527192,28-NOV-2020,16712,Zoothera aurea
MT773644,25-NOV-2020,16784,Gallus gallus
MT773643,25-NOV-2020,16786,Gallus gallus
NC_051471,22-NOV-2020,16894,Corvus moneduloides
NC_051468,22-NOV-2020,16758,Molothrus ater
MT762346,24-NOV-2020,16785,Gallus gallus
MT762345,24-NOV-2020,16785,Gallus gallus
NC_051470,22-NOV-2020,16943,Xiphorhynchus elegans
NC_051469,22-NOV-2020,16783,Nesospiza acunhae
NC_051467,22-NOV-2020,16907,Aphelocoma coerulescens
NC_051466,22-NOV-2020,16891,Rhegmatorhina hoffmannsi
NC_051465,22-NOV-2020,16778,Sporophila hypoxantha
NC_051464,22-NOV-2020,15673,Pomatostomus ruficeps
NC_051463,22-NOV-2020,17733,Pitta sordida
NC_051462,22-NOV-2020,16866,Gymnorhina tibicen
MW074961,22-NOV-2020,16921,Aerodramus fuciphagus
NC_051038,27-OCT-2020,16903,Ploceus nigricollis
NC_051037,27-OCT-2020,16818,Cinclus mexicanus
NC_051036,27-OCT-2020,16826,Oenanthe oenanthe
NC_051035,27-OCT-2020,17019,Pachyramphus minor
NC_051034,27-OCT-2020,16909,Dyaphorophyia castanea
NC_051033,27-OCT-2020,16891,Hylia prasina
NC_051032,27-OCT-2020,16794,Thryothorus ludovicianus
NC_051031,27-OCT-2020,16764,Polioptila caerulea
NC_051030,27-OCT-2020,16947,Lanius ludovicianus
NC_051029,27-OCT-2020,16870,Rhipidura dahli
NC_051028,27-OCT-2020,16979,Dicrurus megarhynchus
NC_051027,27-OCT-2020,16807,Setophaga kirtlandii
NC_051026,27-OCT-2020,16781,Formicarius rufipectus
NC_051025,27-OCT-2020,17112,Tyrannus savana
NC_051024,27-OCT-2020,16919,Leptocoma aspasia
NC_051023,27-OCT-2020,16832,Dicaeum eximium
NC_051022,27-OCT-2020,16928,Myiagra hebetior
NC_051021,27-OCT-2020,16772,Quiscalus mexicanus
NC_051020,27-OCT-2020,16840,Rhabdornis inornatus
NC_051019,27-OCT-2020,16893,Pachycephala philippinensis
NC_051018,27-OCT-2020,16837,Irena cyanogastra
NC_051017,27-OCT-2020,16925,Edolisoma coerulescens
NC_051016,27-OCT-2020,17193,Vireo altiloquus
NC_051015,27-OCT-2020,16811,Loxia leucoptera
NC_051014,27-OCT-2020,16854,Regulus satrapa
NC_051013,27-OCT-2020,16766,Catharus fuscescens
NC_051012,27-OCT-2020,16936,Campylorhamphus procurvoides
NC_051011,27-OCT-2020,16940,Sakesphorus luctuosus
NC_051010,27-OCT-2020,16930,Sclerurus mexicanus
NC_051009,27-OCT-2020,16901,Grallaria varia
NC_051008,27-OCT-2020,17003,Cephalopterus ornatus
NC_051007,27-OCT-2020,16956,Chaetorhynchus papuensis
NC_051006,27-OCT-2020,16874,Ptilorrhoa leucosticta
NC_051005,27-OCT-2020,17134,Tachuris rubrigastra
NC_051004,27-OCT-2020,16935,Acanthisitta chloris
NC_050835,27-OCT-2020,16738,Mesembrinibis cayennensis
NC_050688,09-OCT-2020,16878,Ptilorrhoa caerulescens
MW145005,15-NOV-2020,15576,Nesotrochis steganinos
MW043485,04-NOV-2020,16966,Porzana pusilla
MN624167,27-OCT-2020,16852,Certhia himalayana
MN356423,27-OCT-2020,16117,Calonectris borealis
MN356405,27-OCT-2020,17159,Strix occidentalis caurina
MN356313,27-OCT-2020,16768,Ptilonorhynchus violaceus
MN356435,24-OCT-2020,16692,Charadrius alexandrinus
MN356205,24-OCT-2020,16242,Podargus strigoides
MN356168,24-OCT-2020,16867,Chunga burmeisteri
MN356417,24-OCT-2020,16798,Pheucticus melanocephalus
MN356416,24-OCT-2020,17188,Passerina amoena
MN356164,24-OCT-2020,16765,Rhodinocichla rosea
MN356447,04-OCT-2020,16839,Copsychus sechellarum
MN356434,04-OCT-2020,16462,Haliaeetus albicilla
MN356430,04-OCT-2020,16749,Pterocnemia pennata
MN356420,04-OCT-2020,15747,Rissa tridactyla
MN356419,04-OCT-2020,16633,Cepphus grylle
MN356418,04-OCT-2020,18089,Uria aalge
MN356415,04-OCT-2020,16732,Limosa lapponica
MN356407,04-OCT-2020,17198,Oreotrochilus melanogaster
MN356403,04-OCT-2020,15680,Saxicola maurus
MN356399,04-OCT-2020,15691,Phalacrocorax pelagicus
MN356388,04-OCT-2020,16742,Anser cygnoides
MN356385,04-OCT-2020,16694,Apteryx australis
MN356383,04-OCT-2020,16722,Chionis minor
MN356371,04-OCT-2020,17066,Ibidorhyncha struthersii
MN356343,04-OCT-2020,19692,Anhinga rufa
MN356342,04-OCT-2020,18907,Thalassarche chlororhynchos
MN356339,04-OCT-2020,16751,Eolophus roseicapillus
MN356335,04-OCT-2020,22004,Columbina picui
MN356329,04-OCT-2020,16822,Alcedo cyanopectus
MN356325,04-OCT-2020,18153,Pandion haliaetus
MN356324,04-OCT-2020,15767,Balaeniceps rex
MN356323,04-OCT-2020,20042,Dromas ardeola
MN356314,04-OCT-2020,18893,Pluvianellus socialis
MN356304,04-OCT-2020,17433,Podilymbus podiceps
MN356303,04-OCT-2020,17717,Glaucidium brasilianum
MN356296,04-OCT-2020,20251,Fregetta grallaria
MN356295,04-OCT-2020,15585,Alopecoenas beccarii
MN356293,04-OCT-2020,15726,Arenaria interpres
MN356289,04-OCT-2020,22005,Syrrhaptes paradoxus
MN356281,04-OCT-2020,17952,Scopus umbretta
MN356278,04-OCT-2020,17274,Jacana jacana
MN356269,04-OCT-2020,17259,Sula dactylatra
MN356267,04-OCT-2020,16753,Thinocorus orbignyianus
MN356261,04-OCT-2020,18084,Rhinoptilus africanus
MN356257,04-OCT-2020,15746,Larus smithsonianus
MN356248,04-OCT-2020,18130,Rynchops niger
MN356246,04-OCT-2020,18584,Nycticryphes semicollaris
MN356245,04-OCT-2020,17262,Himantopus himantopus
MN356242,04-OCT-2020,16152,Locustella ochotensis
MN356225,04-OCT-2020,16205,Hirundo rustica
MN356220,04-OCT-2020,18788,Galbula dea
MN356216,04-OCT-2020,17757,Nyctibius grandis
MN356215,04-OCT-2020,17332,Heliornis fulica
MN356211,04-OCT-2020,17431,Ciconia maguari
MN356189,04-OCT-2020,16883,Hemiprocne comata
MN356187,04-OCT-2020,17464,Baryphthengus martii
MN356170,04-OCT-2020,16348,Anhinga anhinga
MN356169,04-OCT-2020,15773,Lophotis ruficrista
MN356162,04-OCT-2020,18041,Nyctibius bracteatus
MN356160,04-OCT-2020,16267,Geococcyx californianus
MN356159,04-OCT-2020,15742,Cochlearius cochlearius
MN356148,04-OCT-2020,16565,Struthio camelus
MN356147,04-OCT-2020,18354,Pterocles gutturalis
MN356146,04-OCT-2020,17381,Podiceps cristatus
MN356144,04-OCT-2020,15516,Phoenicopterus ruber
MN356143,04-OCT-2020,19765,Phalacrocorax carbo
MN356141,04-OCT-2020,16012,Pelecanus crispus
MN356139,04-OCT-2020,16246,Nestor notabilis
MN356138,04-OCT-2020,15762,Mesitornis unicolor
MN356134,04-OCT-2020,18645,Haliaeetus leucocephalus
MN356132,04-OCT-2020,15872,Gavia stellata
MN356131,04-OCT-2020,18723,Fulmarus glacialis
MN356130,04-OCT-2020,18213,Eurypyga helias
MN356128,04-OCT-2020,16598,Cuculus canorus
MN356124,04-OCT-2020,16810,Chlamydotis macqueenii
MN356123,04-OCT-2020,21044,Chaetura pelagica
MN356121,04-OCT-2020,16038,Cariama cristata
MN356120,04-OCT-2020,16794,Antrostomus carolinensis
MN356119,04-OCT-2020,16867,Calypte anna
MN356118,04-OCT-2020,17028,Buceros rhinoceros
MN356446,04-OCT-2020,16894,Corvus moneduloides
MN356445,04-OCT-2020,16943,Xiphorhynchus elegans
MN356441,04-OCT-2020,16783,Nesospiza acunhae
MN356439,04-OCT-2020,16776,Agelaius phoeniceus
MN356438,04-OCT-2020,16758,Molothrus ater
MN356437,04-OCT-2020,16891,Vidua chalybeata
MN356421,04-OCT-2020,16907,Aphelocoma coerulescens
MN356412,04-OCT-2020,16811,Loxia curvirostra
MN356411,04-OCT-2020,16891,Rhegmatorhina hoffmannsi
MN356398,04-OCT-2020,16778,Sporophila hypoxantha
MN356395,04-OCT-2020,16775,Parus major
MN356394,04-OCT-2020,16804,Passer domesticus
MN356387,04-OCT-2020,17187,Lepidothrix coronata
MN356386,04-OCT-2020,16781,Zonotrichia albicollis
MN356377,04-OCT-2020,16813,Chloropsis hardwickii
MN356376,04-OCT-2020,16862,Pteruthius melanotis
MN356372,04-OCT-2020,16945,Sapayoa aenigma
MN356370,04-OCT-2020,17009,Panurus biarmicus
MN356369,04-OCT-2020,16851,Drymodes brunneopygia
MN356367,04-OCT-2020,16604,Falcunculus frontatus
MN356365,04-OCT-2020,16833,Notiomystis cincta
MN356364,04-OCT-2020,16990,Horornis vulcanius
MN356363,04-OCT-2020,17284,Atrichornis clamosus
MN356361,04-OCT-2020,16866,Climacteris rufus
MN356360,04-OCT-2020,16846,Origma solitaria
MN356359,04-OCT-2020,16919,Pardalotus punctatus
MN356358,04-OCT-2020,16831,Grantiella picta
MN356357,04-OCT-2020,16841,Dasyornis broadbenti
MN356356,04-OCT-2020,16915,Daphoenositta chrysoptera
MN356354,04-OCT-2020,16811,Malurus elegans
MN356353,04-OCT-2020,16883,Machaerirhynchus nigripectus
MN356352,04-OCT-2020,17391,Oreocharis arfaki
MN356351,04-OCT-2020,16925,Ifrita kowaldi
MN356350,04-OCT-2020,17031,Rhagologus leucostigma
MN356349,04-OCT-2020,16986,Eulacestoma nigropectus
MN356348,04-OCT-2020,16848,Cnemophilus loriae
MN356347,04-OCT-2020,16752,Melanocharis versteri
MN356346,04-OCT-2020,16933,Aleadryas rufinucha
MN356345,04-OCT-2020,16931,Struthidea cinerea
MN356344,04-OCT-2020,16916,Orthonyx spaldingii
MN356341,04-OCT-2020,17033,Onychorhynchus coronatus
MN356337,04-OCT-2020,16806,Spizella passerina
MN356331,04-OCT-2020,16815,Calcarius ornatus
MN356328,04-OCT-2020,16842,Prunella himalayana
MN356321,04-OCT-2020,16801,Tichodroma muraria
MN356320,04-OCT-2020,16838,Prunella fulvescens
MN356318,04-OCT-2020,16795,Chaetops frenatus
MN356317,04-OCT-2020,16879,Urocynchramus pylzowi
MN356315,04-OCT-2020,16887,Picathartes gymnocephalus
MN356312,04-OCT-2020,16802,Buphagus erythrorhynchus
MN356310,04-OCT-2020,16760,Anthoscopus minutus
MN356291,04-OCT-2020,17059,Neopipo cinnamomea
MN356287,04-OCT-2020,16947,Furnarius figulus
MN356286,04-OCT-2020,16864,Hypocryptadius cinnamomeus
MN356285,04-OCT-2020,16915,Mystacornis crossleyi
MN356283,04-OCT-2020,16950,Neodrepanis coruscans
MN356282,04-OCT-2020,15673,Pomatostomus ruficeps
MN356279,04-OCT-2020,16878,Erythrocercus mccallii
MN356277,04-OCT-2020,16903,Erpornis zantholeuca
MN356276,04-OCT-2020,16824,Chloropsis cyanopogon
MN356275,04-OCT-2020,16854,Dryoscopus gambensis
MN356273,04-OCT-2020,17733,Pitta sordida
MN356272,04-OCT-2020,16817,Peucedramus taeniatus
MN356270,04-OCT-2020,16874,Vidua macroura
MN356266,04-OCT-2020,16883,Scytalopus superciliaris
MN356264,04-OCT-2020,16928,Pycnonotus jocosus
MN356263,04-OCT-2020,17006,Nicator chloris
MN356259,04-OCT-2020,16847,Phainopepla nitens
MN356256,04-OCT-2020,16876,Rhadina sibilatrix
MN356255,04-OCT-2020,16827,Sitta europaea
MN356254,04-OCT-2020,16794,Oriolus oriolus
MN356253,04-OCT-2020,16875,Bombycilla garrulus
MN356252,04-OCT-2020,16910,Paradisaea raggiana
MN356251,04-OCT-2020,16920,Certhia brachydactyla
MN356250,04-OCT-2020,17971,Sylvia borin
MN356247,04-OCT-2020,16780,Toxostoma redivivum
MN356241,04-OCT-2020,16949,Paradoxornis webbianus
MN356240,04-OCT-2020,17089,Oxyruncus cristatus
MN356239,04-OCT-2020,16866,Gymnorhina tibicen
MN356238,04-OCT-2020,16990,Serilophus lunatus
MN356237,04-OCT-2020,16845,Leucopsar rothschildi
MN356235,04-OCT-2020,16903,Ploceus nigricollis
MN356233,04-OCT-2020,16818,Cinclus mexicanus
MN356232,04-OCT-2020,16828,Motacilla alba
MN356231,04-OCT-2020,16826,Oenanthe oenanthe
MN356230,04-OCT-2020,17019,Pachyramphus minor
MN356229,04-OCT-2020,16909,Dyaphorophyia castanea
MN356228,04-OCT-2020,16891,Hylia prasina
MN356226,04-OCT-2020,16794,Thryothorus ludovicianus
MN356224,04-OCT-2020,16764,Polioptila caerulea
MN356223,04-OCT-2020,16947,Lanius ludovicianus
MN356213,04-OCT-2020,16870,Rhipidura dahli
MN356212,04-OCT-2020,16979,Dicrurus megarhynchus
MN356209,04-OCT-2020,16807,Setophaga kirtlandii
MN356207,04-OCT-2020,16781,Formicarius rufipectus
MN356203,04-OCT-2020,17112,Tyrannus savana
MN356201,04-OCT-2020,16919,Leptocoma aspasia
MN356200,04-OCT-2020,16832,Dicaeum eximium
MN356199,04-OCT-2020,16928,Myiagra hebetior
MN356197,04-OCT-2020,16772,Quiscalus mexicanus
MN356195,04-OCT-2020,16840,Rhabdornis inornatus
MN356194,04-OCT-2020,16893,Pachycephala philippinensis
MN356192,04-OCT-2020,16837,Irena cyanogastra
MN356191,04-OCT-2020,16925,Edolisoma coerulescens
MN356188,04-OCT-2020,17193,Vireo altiloquus
MN356185,04-OCT-2020,16811,Loxia leucoptera
MN356184,04-OCT-2020,16854,Regulus satrapa
MN356183,04-OCT-2020,16766,Catharus fuscescens
MN356181,04-OCT-2020,17129,Alaudala cheleensis
MN356180,04-OCT-2020,16936,Campylorhamphus procurvoides
MN356177,04-OCT-2020,16940,Sakesphorus luctuosus
MN356175,04-OCT-2020,16930,Sclerurus mexicanus
MN356174,04-OCT-2020,16901,Grallaria varia
MN356173,04-OCT-2020,17003,Cephalopterus ornatus
MN356167,04-OCT-2020,16956,Chaetorhynchus papuensis
MN356166,04-OCT-2020,16874,Ptilorrhoa leucosticta
MN356165,04-OCT-2020,17134,Tachuris rubrigastra
MN356156,04-OCT-2020,17180,Menura novaehollandiae
MN356114,04-OCT-2020,16935,Acanthisitta chloris
MN972459,30-SEP-2020,16785,Gallus gallus
NC_050299,15-SEP-2020,18145,Hirundo albigularis
NC_050298,15-SEP-2020,17973,Delichon urbicum
NC_050297,15-SEP-2020,18051,Hirundo rustica tytleri
NC_050295,15-SEP-2020,17893,Hirundo rustica transitiva
NC_050293,15-SEP-2020,18022,Hirundo aethiopica
NC_050291,15-SEP-2020,18037,Hirundo nigrita
NC_050290,15-SEP-2020,18039,Hirundo neoxena
NC_050288,15-SEP-2020,17997,Hirundo dimidiata
NC_050287,15-SEP-2020,18141,Hirundo angolensis
NC_050286,15-SEP-2020,18116,Hirundo smithii
NC_050278,15-SEP-2020,18093,Hirundo atrocaerulea
MN356208,20-SEP-2020,16738,Mesembrinibis cayennensis
MT792356,14-SEP-2020,16945,Pica pica melanotos
