accession,submission_date,sequence_length,organism 
KF739398,07-JAN-2014,16582,Schizothorax labiatus
KF561237,01-JAN-2014,16499,Sebastes koreanus
JQ343984,31-DEC-2013,16525,Mystus rhegma
JQ343983,31-DEC-2013,16521,Hemibagrus spilopterus
KF758446,25-DEC-2013,16909,Esox reichertii
KF732713,21-DEC-2013,16541,Plesiomyzon baotingensis
NC_022934,27-NOV-2013,16683,Sarcocheilichthys lacustris
NC_022931,27-NOV-2013,16608,Gobiobotia intermedia
NC_022929,27-NOV-2013,16617,Hemiculter leucisculus
NC_022925,27-NOV-2013,16662,Thymallus grubii
NC_022869,19-NOV-2013,16590,Onychostoma rara
NC_022867,19-NOV-2013,16583,Schizothorax esocinus
NC_022866,19-NOV-2013,16585,Schizopyge niger
NC_022858,19-NOV-2013,16619,Barbatula nuda
NC_022855,19-NOV-2013,16591,Aspiorhynchus laticeps
NC_022854,19-NOV-2013,16636,Misgurnus bipartitus
NC_022852,19-NOV-2013,16618,Pseudobrama simoni
NC_022851,19-NOV-2013,16585,Leptobotia rubrilabris
NC_022845,19-NOV-2013,16604,Saurogobio dabryi
NC_022844,19-NOV-2013,16658,Salvelinus leucomaenis
NC_022838,19-NOV-2013,16500,Sicyopterus lagocephalus
NC_022818,19-NOV-2013,17441,Odontobutis sinensis
NC_022726,03-NOV-2013,16533,Pseudobagrus albomarginatus
NC_022725,03-NOV-2013,16534,Pseudobagrus ondon
NC_022722,03-NOV-2013,16529,Hippocampus erectus
NC_022721,03-NOV-2013,16677,Rhodeus sinensis
NC_022720,03-NOV-2013,16607,Rhinogobio ventralis
NC_022718,03-NOV-2013,16646,Oxygymnocypris stewartii
NC_022713,03-NOV-2013,16569,Channa marulius
NC_022712,03-NOV-2013,16566,Misgurnus mohoity
NC_022711,03-NOV-2013,16623,Plagiognathops microlepis
NC_022707,03-NOV-2013,16563,Trachinotus ovatus
NC_022706,03-NOV-2013,16932,Odontobutis potamophila
NC_022705,03-NOV-2013,16535,Pseudobagrus trilineatus
NC_022704,03-NOV-2013,16608,Microphysogobio brevirostris
NC_022690,03-NOV-2013,16774,Rhodeus shitaiensis
NC_022692,03-NOV-2013,16520,Rhinogobius similis
KF734881,16-DEC-2013,16603,Rhynchocypris lagowskii
KF719178,09-DEC-2013,15833,Coryphaena hippurus
KF420268,17-OCT-2013,16569,Channa marulius
KF697091,01-DEC-2013,16611,Mystacoleucus marginatus
KF683339,01-DEC-2013,16611,Zacco platypus
KF695385,26-NOV-2013,16774,Acheilognathus chankaensis
KF711857,26-NOV-2013,16601,Saurogobio dabryi
KF692113,26-NOV-2013,16657,Thymallus grubii
KF669394,23-NOV-2013,16683,Sarcocheilichthys lacustris
KF667523,19-NOV-2013,16608,Gobiobotia intermedia
NC_014851,07-JAN-2011,16598,Cottus hangiongensis
NC_013712,05-JAN-2010,16703,Acheilognathus yamatsutae
KF647872,17-NOV-2013,16617,Hemiculter leucisculus
KF649073,17-NOV-2013,16662,Thymallus grubii
NC_022465,26-SEP-2013,16591,Spinibarbus sinensis
NC_022464,26-SEP-2013,19154,Johnius belangerii
NC_022458,26-SEP-2013,16614,Metzia formosae
NC_022453,26-SEP-2013,16790,Acipenser ruthenus
NC_022187,27-AUG-2013,16601,Saurogobio dumerili
NC_022186,27-AUG-2013,16493,Pseudogobius javanicus
NC_022184,27-AUG-2013,16596,Acrossocheilus barbodon
NC_022183,27-AUG-2013,16590,Acrossocheilus hemispinus
NC_022182,27-AUG-2013,16602,Cirrhinus molitorella
NC_022181,27-AUG-2013,16527,Mesocottus haitej
NC_022149,27-AUG-2013,16545,Spinibarbus caldwelli
NC_022147,27-AUG-2013,16976,Enophrys diceraus
NC_022143,27-AUG-2013,16587,Cephalopholis sonnerati
NC_022142,27-AUG-2013,16767,Cephalopholis argus
NC_022140,27-AUG-2013,16605,Triso dermopterus
NC_022139,27-AUG-2013,16768,Variola albimarginata
KF626377,13-NOV-2013,16590,Onychostoma rara
KF600713,13-NOV-2013,16583,Schizothorax esocinus
KF600712,13-NOV-2013,16585,Schizopyge niger
KF574248,13-NOV-2013,16619,Barbatula nuda
KF562047,13-NOV-2013,16636,Misgurnus bipartitus
KF534784,13-NOV-2013,16585,Leptobotia rubrilabris
KF482068,13-NOV-2013,16500,Sicyopterus lagocephalus
NC_022138,27-AUG-2013,16770,Variola louti
KF154120,13-NOV-2013,17441,Odontobutis sinensis
L42813,18-JAN-1996,16646,Protopterus annectens
KF537571,10-NOV-2013,16618,Pseudobrama simoni
KF356397,30-SEP-2013,16563,Trachinotus ovatus
KF211426,04-SEP-2013,19154,Johnius belangerii
KC513573,19-MAY-2013,16623,Ancherythroculter nigrocauda
KC480085,16-MAR-2013,16682,Epinephelus fasciatomaculosus
KC513575,16-MAR-2013,16590,Schizothorax oconnori
KC513574,16-MAR-2013,16587,Schizothorax waltoni
KC439458,04-MAR-2013,16887,Setipinna taty
KC351187,02-MAR-2013,16619,Squaliobarbus curriculus
JX534239,31-OCT-2012,16536,Harpadon nehereus
JX534238,31-OCT-2012,17143,Coilia mystus
JX682713,14-APR-2013,16535,Hippocampus trimaculatus
JQ700100,19-MAY-2013,16758,Zebrias zebra
EU332751,31-DEC-2010,16598,Cottus hangiongensis
EF483936,31-DEC-2009,16703,Acheilognathus yamatsutae
KF564793,06-NOV-2013,16591,Aspiorhynchus laticeps
KF534790,04-NOV-2013,16604,Saurogobio dabryi
KF513161,04-NOV-2013,16658,Salvelinus leucomaenis
KF534726,04-NOV-2013,16604,Alburnus chalcoides aralensis
KF214722,04-SEP-2013,16591,Spinibarbus sinensis
KF514425,28-OCT-2013,16533,Pseudobagrus albomarginatus
KF514424,28-OCT-2013,16534,Pseudobagrus ondon
KF557652,26-OCT-2013,16529,Hippocampus erectus
KF533721,26-OCT-2013,16677,Rhodeus sinensis
KF534725,26-OCT-2013,16551,Pampus punctatissimus
KF529530,26-OCT-2013,16607,Rhinogobio ventralis
KF528985,26-OCT-2013,16646,Oxygymnocypris stewartii
KF386025,22-OCT-2013,16566,Misgurnus mohoity
KF305680,22-OCT-2013,16932,Odontobutis potamophila
KC193777,08-DEC-2012,16700,Clupea harengus
KC193776,08-DEC-2012,16700,Clupea harengus
KC193775,08-DEC-2012,16700,Clupea harengus
KC193774,08-DEC-2012,16700,Clupea harengus
KC193773,08-DEC-2012,16700,Clupea harengus
KC193772,08-DEC-2012,16700,Clupea harengus
KC193771,08-DEC-2012,16700,Clupea harengus
KC193770,08-DEC-2012,16700,Clupea harengus
KC193769,08-DEC-2012,16700,Clupea harengus
KC193768,08-DEC-2012,16700,Clupea harengus
KC193767,08-DEC-2012,16700,Clupea harengus
KC193766,08-DEC-2012,16700,Clupea harengus
KC193765,08-DEC-2012,16700,Clupea harengus
KC193764,08-DEC-2012,16700,Clupea harengus
KC193763,08-DEC-2012,16700,Clupea harengus
KC193762,08-DEC-2012,16700,Clupea harengus
KC193761,08-DEC-2012,16700,Clupea harengus
KC193760,08-DEC-2012,16700,Clupea harengus
KC193759,08-DEC-2012,16700,Clupea harengus
KC193758,08-DEC-2012,16700,Clupea harengus
KC193757,08-DEC-2012,16700,Clupea harengus
KC193756,08-DEC-2012,16700,Clupea harengus
KC193755,08-DEC-2012,16700,Clupea harengus
KC193754,08-DEC-2012,16700,Clupea harengus
KC193753,08-DEC-2012,16700,Clupea harengus
KC193752,08-DEC-2012,16700,Clupea harengus
KC193751,08-DEC-2012,16700,Clupea harengus
KC193750,08-DEC-2012,16700,Clupea harengus
KC193749,08-DEC-2012,16700,Clupea harengus
KC193748,08-DEC-2012,16700,Clupea harengus
KC193747,08-DEC-2012,16700,Clupea harengus
KC193746,08-DEC-2012,16700,Clupea harengus
KC193745,08-DEC-2012,16700,Clupea harengus
KC193744,08-DEC-2012,16700,Clupea harengus
KC193743,08-DEC-2012,16700,Clupea harengus
KC193742,08-DEC-2012,16700,Clupea harengus
KC193741,08-DEC-2012,16700,Clupea harengus
KC193740,08-DEC-2012,16700,Clupea harengus
KC193739,08-DEC-2012,16700,Clupea harengus
KC193738,08-DEC-2012,16700,Clupea harengus
KC193737,08-DEC-2012,16700,Clupea harengus
KC193736,08-DEC-2012,16700,Clupea harengus
KC193735,08-DEC-2012,16700,Clupea harengus
KC193734,08-DEC-2012,16700,Clupea harengus
KC193733,08-DEC-2012,16700,Clupea harengus
KC193732,08-DEC-2012,16700,Clupea harengus
KC193731,08-DEC-2012,16700,Clupea harengus
KC193730,08-DEC-2012,16700,Clupea harengus
KC193729,08-DEC-2012,16700,Clupea harengus
KC193728,08-DEC-2012,16700,Clupea harengus
KC193727,08-DEC-2012,16700,Clupea harengus
KC193726,08-DEC-2012,16700,Clupea harengus
KC193725,08-DEC-2012,16700,Clupea harengus
KC193724,08-DEC-2012,16700,Clupea harengus
KC193723,08-DEC-2012,16700,Clupea harengus
KC193722,08-DEC-2012,16700,Clupea harengus
KC193721,08-DEC-2012,16700,Clupea harengus
KC193720,08-DEC-2012,16700,Clupea harengus
KC193719,08-DEC-2012,16700,Clupea harengus
KC193718,08-DEC-2012,16700,Clupea harengus
KC193717,08-DEC-2012,16700,Clupea harengus
KC193716,08-DEC-2012,16700,Clupea harengus
KC193715,08-DEC-2012,16700,Clupea harengus
KC193714,08-DEC-2012,16700,Clupea harengus
KC193713,08-DEC-2012,16700,Clupea harengus
KC193712,08-DEC-2012,16700,Clupea harengus
KC193711,08-DEC-2012,16700,Clupea harengus
KC193710,08-DEC-2012,16700,Clupea harengus
KC193709,08-DEC-2012,16700,Clupea harengus
KC193708,08-DEC-2012,16700,Clupea harengus
KC193707,08-DEC-2012,16700,Clupea harengus
KC193706,08-DEC-2012,16700,Clupea harengus
KC193705,08-DEC-2012,16700,Clupea harengus
KC193704,08-DEC-2012,16700,Clupea harengus
KC193703,08-DEC-2012,16700,Clupea harengus
KC193702,08-DEC-2012,16700,Clupea harengus
KC193701,08-DEC-2012,16700,Clupea harengus
KC193700,08-DEC-2012,16700,Clupea harengus
KC193699,08-DEC-2012,16700,Clupea harengus
KC193698,08-DEC-2012,16700,Clupea harengus
KC193697,08-DEC-2012,16700,Clupea harengus
KC193696,08-DEC-2012,16700,Clupea harengus
KC193695,08-DEC-2012,16700,Clupea harengus
KC193694,08-DEC-2012,16700,Clupea harengus
KC193693,08-DEC-2012,16700,Clupea harengus
KC193692,08-DEC-2012,16700,Clupea harengus
KC193691,08-DEC-2012,16700,Clupea harengus
KC193690,08-DEC-2012,16700,Clupea harengus
KC193689,08-DEC-2012,16700,Clupea harengus
KC193688,08-DEC-2012,16700,Clupea harengus
KC193687,08-DEC-2012,16700,Clupea harengus
KC193686,08-DEC-2012,16700,Clupea harengus
KC193685,08-DEC-2012,16700,Clupea harengus
KC193684,08-DEC-2012,16700,Clupea harengus
KC193683,08-DEC-2012,16700,Clupea harengus
KC193682,08-DEC-2012,16700,Clupea harengus
KC193681,08-DEC-2012,16700,Clupea harengus
KC193680,08-DEC-2012,16700,Clupea harengus
KF425517,05-OCT-2013,16574,Rhodeus pseudosericeus
KF408383,02-OCT-2013,16612,Zacco platypus
KF356196,30-SEP-2013,16535,Pseudobagrus trilineatus
KF319122,30-SEP-2013,16608,Microphysogobio brevirostris
KF361860,30-SEP-2013,16778,Scatophagus argus
KF371534,29-SEP-2013,16520,Rhinogobius similis
KF176560,29-SEP-2013,16774,Rhodeus shitaiensis
KF383387,27-SEP-2013,16623,Plagiognathops microlepis
NC_020047,31-DEC-2012,16545,Hyporthodus octofasciatus
NC_020046,31-DEC-2012,16648,Epinephelus fuscoguttatus
NC_019811,10-DEC-2012,16478,Luciogobius platycephalus
NC_018815,12-OCT-2012,16590,Tropheus moorii
NC_018814,12-OCT-2012,16588,Petrochromis trewavasae
NC_014849,06-JAN-2011,16560,Cottus poecilopus
KF245485,22-SEP-2013,16607,Pseudorasbora elongata
KF246550,04-SEP-2013,16614,Metzia formosae
KF153104,01-SEP-2013,16790,Acipenser ruthenus
KC959953,15-JUL-2013,16786,Epinephelus sexfasciatus
KC491206,23-MAR-2013,18523,Johnius grypotus
KC480177,17-MAR-2013,16389,Epinephelus latifasciatus
KC477844,17-MAR-2013,16698,Konosirus punctatus
JX477078,23-SEP-2012,17060,Trichiurus lepturus nanhaiensis
JX401522,10-MAR-2013,16680,Sarcocheilichthys nigripinnis
EU332750,31-DEC-2010,16560,Cottus poecilopus
NC_013705,05-JAN-2010,16610,Acheilognathus intermedia
NC_013704,05-JAN-2010,16563,Tanakia koreensis
KC593378,25-AUG-2013,16587,Cephalopholis sonnerati
KC593377,25-AUG-2013,16767,Cephalopholis argus
KC593375,25-AUG-2013,16504,Cromileptes altivelis
KC593374,25-AUG-2013,16965,Epinephelus areolatus
KC593373,25-AUG-2013,16927,Epinephelus epistictus
KC593372,25-AUG-2013,16777,Epinephelus trimaculatus
KC593371,25-AUG-2013,16605,Triso dermopterus
KC593370,25-AUG-2013,16768,Variola albimarginata
KC593369,25-AUG-2013,16770,Variola louti
KF151214,24-AUG-2013,16601,Saurogobio dumerili
KF039715,15-AUG-2013,16976,Enophrys diceraus
KF193873,14-AUG-2013,16493,Pseudogobius javanicus
KF113879,13-AUG-2013,16596,Acrossocheilus barbodon
KF113878,13-AUG-2013,16590,Acrossocheilus hemispinus
KF160921,12-AUG-2013,16602,Cirrhinus molitorella
KF170219,12-AUG-2013,16527,Mesocottus haitej
KF170218,12-AUG-2013,16527,Mesocottus haitej
NC_021972,06-AUG-2013,16601,Onychostoma simum
NC_021968,06-AUG-2013,16783,Scatophagus argus
KF039719,07-AUG-2013,16622,Culter alburnus
KF134718,06-AUG-2013,16545,Spinibarbus caldwelli
NC_021409,10-JUN-2013,16674,Schizopygopsis younghusbandi
NC_021405,10-JUN-2013,16770,Plectropomus areolatus
NC_021374,10-JUN-2013,16537,Ammodytes personatus
NC_020466,07-MAR-2013,16609,Ctenopharyngodon idella x Squaliobarbus curriculus
NC_020464,07-MAR-2013,16609,Gobiobotia naktongensis
NC_020360,25-FEB-2013,16593,Schizothorax wangchiachii
GU296101,10-JAN-2010,16613,Cheilinus undulatus
KF021233,03-AUG-2013,16601,Onychostoma simum
NC_021769,18-JUL-2013,16587,Pseudorasbora elongata
NC_021644,05-JUL-2013,16597,Onychostoma barbatulum
KC351895,19-MAY-2013,16674,Schizopygopsis younghusbandi
KC346973,02-MAR-2013,16609,Ctenopharyngodon idella x Squaliobarbus curriculus
KC353467,02-MAR-2013,16609,Gobiobotia naktongensis
KC292197,15-FEB-2013,16593,Schizothorax wangchiachii
KC292213,04-FEB-2013,16487,Perccottus glenii
KC262636,19-MAY-2013,16770,Plectropomus areolatus
KC188782,27-JAN-2013,16536,Tachysurus ussuriensis
KC310861,21-JAN-2013,16558,Channa maculata
JX987313,06-FEB-2013,16603,Luciobarbus capito
KC193779,06-FEB-2013,16483,Liobagrus kingi
JX971538,05-DEC-2012,16478,Luciogobius platycephalus
JX683724,19-MAY-2013,16597,Sinibotia superciliaris
JQ085861,19-MAY-2013,16537,Ammodytes personatus
EF483933,31-DEC-2009,16610,Acheilognathus intermedia
EF483932,31-DEC-2009,16563,Tanakia koreensis
KF000065,21-JUL-2013,16737,Aesopia cornuta
KC790398,21-JUL-2013,16783,Scatophagus argus
KF051938,17-JUL-2013,16587,Pseudorasbora elongata
NC_018770,12-OCT-2012,16536,Trachidermus fasciatus
KF040334,14-JUL-2013,16493,Micropercops swinhonis
NC_018769,12-OCT-2012,16530,Glyptothorax fokiensis fokiensis
NC_018764,12-OCT-2012,16591,Leptobotia elongata
NC_018600,12-SEP-2012,16692,Clupanodon thrissa
JX256247,06-JUL-2013,16523,Silurus asotus
KC896762,29-JUN-2013,16597,Onychostoma barbatulum
NC_021394,10-JUN-2013,16534,Pseudobagrus crassilabris
NC_021385,10-JUN-2013,16599,Osteochilus salsburyi
KC762740,20-JUN-2013,16645,Misgurnus anguillicaudatus
KC823606,15-JUN-2013,16559,Channa maculata
KC823605,15-JUN-2013,16558,Channa argus
KC823604,15-JUN-2013,16558,Channa argus x Channa maculata
KC823607,15-JUN-2013,16559,Channa argus x Channa maculata
NC_020339,25-FEB-2013,16588,Schizothorax macropogon
NC_020145,17-JAN-2013,16591,Acrossocheilus wenchowensis
KC161586,15-JAN-2013,16591,Acrossocheilus wenchowensis
NC_020013,31-DEC-2012,16626,Sinibrama macrops
NC_020011,31-DEC-2012,16559,Channa maculata
NC_020005,31-DEC-2012,16530,Rasbora steineri
KC122916,15-DEC-2012,16626,Sinibrama macrops
KC020113,20-JAN-2013,16588,Schizothorax macropogon
JX978724,10-DEC-2012,16559,Channa maculata
JX978723,10-DEC-2012,16558,Channa argus
JX867257,20-MAY-2013,16534,Pseudobagrus crassilabris
JX843769,09-DEC-2012,16530,Rasbora steineri
JX628620,10-OCT-2012,16514,Sicyopterus japonicus
JX220892,19-MAY-2013,16599,Osteochilus salsburyi
NC_019624,03-DEC-2012,16537,Rastrelliger kanagurta
NC_018789,12-OCT-2012,16612,Scaphiodonichthys acanthopterus
NC_018786,12-OCT-2012,16677,Sarcocheilichthys parvus
JX573111,10-OCT-2012,16605,Leuciscus waleckii
JX524134,14-OCT-2012,16537,Rastrelliger kanagurta
JX486026,15-SEP-2012,16612,Scaphiodonichthys acanthopterus
JX456224,12-SEP-2012,16677,Sarcocheilichthys parvus
JX311312,25-OCT-2012,16617,Aphyocypris moltrechti
NC_020672,25-MAR-2013,16582,Cheilochromis euchilus
NC_018564,10-SEP-2012,16585,Cynotilapia afra
NC_018563,10-SEP-2012,16583,Rhamphochromis esox
NC_018562,10-SEP-2012,16583,Genyochromis mento
NC_018561,10-SEP-2012,16583,Dimidiochromis compressiceps
NC_018560,10-SEP-2012,16578,Astatotilapia calliptera
NC_018559,10-SEP-2012,16584,Pseudotropheus crabro
NC_018558,10-SEP-2012,16584,Nimbochromis linni
NC_018557,10-SEP-2012,16583,Petrotilapia nigra
NC_018556,10-SEP-2012,16579,Diplotaxodon limnothrissa
NC_018555,10-SEP-2012,16579,Trematocranus placodon
JN628861,26-AUG-2012,16585,Cynotilapia afra
JN628860,26-AUG-2012,16583,Rhamphochromis esox
JN628858,26-AUG-2012,16583,Genyochromis mento
JN628856,26-AUG-2012,16583,Dimidiochromis compressiceps
JN628855,26-AUG-2012,16578,Astatotilapia calliptera
JN628854,26-AUG-2012,16584,Pseudotropheus crabro
JN628853,26-AUG-2012,16584,Nimbochromis linni
JN628852,26-AUG-2012,16583,Petrotilapia nigra
JN628851,26-AUG-2012,16579,Diplotaxodon limnothrissa
JN628850,26-AUG-2012,16579,Trematocranus placodon
JN252050,31-JUL-2012,16582,Cheilochromis euchilus
NC_020606,25-MAR-2013,16589,Schizothorax waltoni
KC495074,31-MAR-2013,16591,Acrossocheilus wenchowensis
NC_018821,12-OCT-2012,16597,Tribolodon sachalinensis
NC_018820,12-OCT-2012,16602,Tribolodon hakonensis
NC_018819,12-OCT-2012,16598,Tribolodon brandtii
NC_018818,12-OCT-2012,16607,Phoxinus oxycephalus jouyi
NC_018817,12-OCT-2012,16602,Oreoleuciscus potanini
NC_018816,12-OCT-2012,16623,Megalobrama terminalis
NC_015364,05-APR-2011,16600,Chrosomus eos
NC_015362,05-APR-2011,16599,Rhynchocypris percnurus sachalinensis
NC_015360,05-APR-2011,16600,Rhynchocypris percnurus
NC_015357,05-APR-2011,16597,Phoxinus steindachneri
NC_015354,05-APR-2011,16599,Rhynchocypris lagowskii
NC_020357,25-FEB-2013,16602,Leucaspius delineatus
NC_020358,25-FEB-2013,17859,Phoxinus phoxinus
NC_020356,25-FEB-2013,16607,Abramis brama
NC_020355,25-FEB-2013,16605,Blicca bjoerkna
NC_020336,25-FEB-2013,16525,Hippocampus comes
JX202592,05-MAR-2013,16589,Schizothorax waltoni
JQ675732,28-FEB-2013,16748,Brachymystax lenok tsinlingensis
JX970973,27-JAN-2013,16525,Hippocampus comes
NC_020095,10-JAN-2013,16571,Homatula variegata
NC_019620,03-DEC-2012,16601,Aphyocypris kikuchii
NC_018774,12-OCT-2012,16568,Triplophysa bleekeri
NC_018768,12-OCT-2012,16562,Tachysurus eupogon
NC_018601,12-SEP-2012,16586,Percocypris pingi
NC_018366,10-AUG-2012,16581,Cyprinus carpio 'color'
NC_017890,09-MAY-2012,16571,Triplophysa stoliczkai
JX184925,25-OCT-2012,16601,Aphyocypris kikuchii
JX188253,23-JUL-2012,16581,Cyprinus carpio 'color'
JX135578,15-SEP-2012,16568,Triplophysa bleekeri
JQ734476,23-SEP-2012,16562,Tachysurus eupogon
JQ663847,07-MAR-2012,16571,Triplophysa stoliczkai
NC_019995,31-DEC-2012,16581,Sinocyclocheilus furcodorsalis
NC_009830,19-SEP-2007,16434,Acanthurus leucosternon
JX144893,01-JAN-2013,16571,Homatula variegata
NC_019652,03-DEC-2012,16619,Squaliobarbus curriculus
NC_019647,03-DEC-2012,17119,Odontamblyopus rubicundus
NC_019629,03-DEC-2012,16549,Neosalanx taihuensis
NC_019592,03-DEC-2012,16530,Hemibagrus macropterus
GU589570,15-DEC-2012,16581,Sinocyclocheilus furcodorsalis
NC_019614,03-DEC-2012,16604,Phoxinus keumkang
JF834542,21-NOV-2012,16530,Hemibagrus macropterus
JX109835,15-SEP-2012,16802,Epinephelus awoara
JX075099,10-SEP-2012,16692,Clupanodon thrissa
JX029961,12-JUN-2012,16515,Acentrogobius pflaumii
JX017305,15-SEP-2012,16536,Trachidermus fasciatus
JQ917224,15-SEP-2012,16530,Glyptothorax fokiensis fokiensis
JX188254,23-JUL-2012,16581,Cyprinus carpio haematopterus
JQ675733,21-NOV-2012,16604,Phoxinus keumkang
JQ911695,15-JUL-2012,16597,Carassius carassius
JX910141,12-NOV-2012,16619,Squaliobarbus curriculus
JQ838172,05-JUN-2012,16594,Labeo catla
JX891626,05-NOV-2012,17119,Odontamblyopus rubicundus
JX524196,17-OCT-2012,16549,Neosalanx taihuensis
NC_018824,12-OCT-2012,16573,Glossogobius circumspectus
JX536695,09-OCT-2012,16573,Glossogobius circumspectus
NC_008449,05-OCT-2006,16714,Plectropomus leopardus
NC_018566,10-SEP-2012,16989,Sahyadria chalakkudiensis
NC_018553,10-SEP-2012,16649,Acanthopagrus schlegelii
NC_018546,10-SEP-2012,16864,Oryzias melastigma
NC_018534,10-SEP-2012,16611,Hemibarbus maculatus
NC_017888,09-MAY-2012,16496,Scartelaos histophorus
NC_014889,07-JAN-2011,16581,Pungitius sinensis
NC_014893,06-JAN-2011,16505,Pungitius kaibarae
NC_014862,06-JAN-2011,16527,Tachysurus vachellii
NC_014859,06-JAN-2011,16532,Tachysurus nitidus
NC_018099,29-JUN-2012,16601,Gobiocypris rarus
NC_018043,13-JUN-2012,16595,Onychostoma lini
NC_018039,13-JUN-2012,16582,Cyprinus carpio 'wuyuanensis'
NC_018037,13-JUN-2012,16581,Cyprinus carpio haematopterus
NC_018036,13-JUN-2012,16581,Cyprinus carpio 'xingguonensis'
NC_018035,13-JUN-2012,16581,Cyprinus carpio carpio
NC_017880,09-MAY-2012,16508,Bostrychus sinensis
NC_017614,11-APR-2012,16596,Labeo calbasu
NC_017611,11-APR-2012,16600,Cirrhinus mrigala
NC_017608,11-APR-2012,16626,Labeo rohita
NC_017603,11-APR-2012,16763,Acipenser baerii
NC_016867,10-FEB-2012,16500,Sciaenops ocellatus
NC_016701,17-JAN-2012,16645,Amphiprion bicinctus
NC_016693,17-JAN-2012,16686,Trypauchen vagina
NC_016664,17-JAN-2012,16568,Glossogobius olivaceus
NC_016426,06-DEC-2011,16833,Hucho taimen
NC_016194,15-NOV-2011,17116,Oxuderces dentatus
NC_015995,09-SEP-2011,16997,Hucho bleekeri
NC_015650,14-JUN-2011,16524,Silurus lanzhouensis
NC_006535,17-DEC-2004,16693,Anguilla bicolor pacifica
NC_015625,01-JUN-2011,16526,Pseudobagrus brevicorpus
NC_015614,01-JUN-2011,16600,Pseudorasbora parva
NC_015611,01-JUN-2011,16627,Sarotherodon melanotheron
NC_015367,05-APR-2011,16357,Torquigener pleurogramma
NC_015332,05-APR-2011,16404,Torquigener hypselogeneion
NC_006921,04-APR-2005,16446,Latimeria menadoensis
NC_006547,17-DEC-2004,16678,Anguilla rostrata
NC_015205,03-MAR-2011,16499,Nibea albiflora
NC_015202,03-MAR-2011,16485,Pennahia argentata
NC_015191,03-MAR-2011,16559,Channa argus
NC_009459,18-MAY-2007,16441,Parajulis poecilepterus
NC_014881,06-JAN-2011,16417,Cynoglossus abbreviatus
NC_014866,06-JAN-2011,16527,Silurus meridionalis
NC_014690,18-NOV-2010,16697,Alosa sapidissima
NC_014586,15-OCT-2010,16534,Leiocassis longirostris
NC_014404,12-AUG-2010,16478,Hapalogenys nigripinnis
NC_014351,27-JUL-2010,16493,Miichthys miiuy
NC_014350,27-JUL-2010,16442,Collichthys lucidus
NC_014263,29-JUN-2010,16469,Collichthys niveatus
NC_014261,29-JUN-2010,16526,Silurus glanis
NC_014060,23-APR-2010,16627,Oreochromis sp. 'red tilapia'
NC_013845,16-FEB-2010,16537,Beryx mollis
NC_013820,16-FEB-2010,16686,Epinephelus bruneus
NC_013754,21-JAN-2010,16470,Larimichthys polyactis
NC_013750,21-JAN-2010,16628,Oreochromis aureus
NC_013663,22-DEC-2009,16627,Oreochromis niloticus
NC_013360,07-OCT-2009,16433,Lagocephalus lunaris
NC_013089,12-AUG-2009,16635,Xiphophorus hellerii
NC_013087,12-AUG-2009,16444,Takifugu fasciatus
NC_007439,05-OCT-2005,16535,Lates calcarifer
NC_007395,09-SEP-2005,16569,Merlangius merlangus
NC_007396,09-SEP-2005,16585,Melanogrammus aeglefinus
NC_007012,19-MAY-2005,16651,Scleropages formosus
NC_006920,04-APR-2005,18910,Porichthys myriaster
NC_006897,02-APR-2005,16658,Oncorhynchus clarkii henshawi
NC_006543,17-DEC-2004,16833,Anguilla labiata
NC_006536,17-DEC-2004,16550,Anguilla malgumora
NC_006539,17-DEC-2004,16713,Anguilla interioris
NC_006544,17-DEC-2004,16707,Anguilla nebulosa nebulosa
NC_006545,17-DEC-2004,16704,Anguilla obscura
NC_006541,17-DEC-2004,16714,Anguilla megastoma
NC_006533,17-DEC-2004,16682,Anguilla australis schmidti
NC_006532,17-DEC-2004,16686,Anguilla australis australis
NC_006538,17-DEC-2004,16687,Anguilla dieffenbachii
NC_006534,17-DEC-2004,16700,Anguilla bicolor bicolor
NC_006546,17-DEC-2004,16690,Anguilla reinhardtii
NC_006542,17-DEC-2004,16694,Anguilla mossambica
NC_006537,17-DEC-2004,16700,Anguilla celebesensis
NC_006540,17-DEC-2004,16745,Anguilla marmorata
NC_006531,17-DEC-2004,16683,Anguilla anguilla
NC_006355,05-OCT-2004,16681,Chlorurus sordidus
NC_006131,11-AUG-2004,16663,Acanthogobius hasta
NC_005450,19-FEB-2004,16525,Sebastes schlegelii
NC_002386,07-JAN-2000,17090,Paralichthys olivaceus
NC_002079,24-AUG-1999,16578,Carassius langsdorfii
NC_001804,24-AUG-1999,16407,Latimeria chalumnae
NC_001727,24-AUG-1999,16558,Formosania lacustris
NC_001717,24-AUG-1999,16642,Oncorhynchus mykiss
NC_001708,24-AUG-1999,16646,Protopterus dolloi
NC_001606,24-AUG-1999,16575,Cyprinus carpio
NC_013829,16-FEB-2010,16558,Hyporthodus septemfasciatus
NC_013183,01-SEP-2009,17583,Scophthalmus maximus
NC_012709,21-MAY-2009,16616,Anyperodon leucogrammicus
NC_011951,22-JAN-2009,16433,Chaetodermis penicilligerus
NC_011956,22-JAN-2009,16438,Meuschenia hippocrepis
NC_011955,22-JAN-2009,16582,Pseudalutarius nasicornis
NC_011953,22-JAN-2009,16442,Eubalichthys mosaicus
NC_011952,22-JAN-2009,16440,Amanses scopas
NC_011950,22-JAN-2009,16446,Acreichthys tomentosus
