accession,submission_date,sequence_length,organism 
KU290747,17-May-16,16727,Canis lupus familiaris
KU290746,17-May-16,16727,Canis lupus familiaris
KU290745,17-May-16,16727,Canis lupus familiaris
KU290744,17-May-16,16727,Canis lupus familiaris
KU290743,17-May-16,16727,Canis lupus familiaris
KU290742,17-May-16,16727,Canis lupus familiaris
KU290741,17-May-16,16727,Canis lupus familiaris
KU290740,17-May-16,16727,Canis lupus familiaris
KU290739,17-May-16,16727,Canis lupus familiaris
KU290738,17-May-16,16727,Canis lupus familiaris
KU290737,17-May-16,16727,Canis lupus familiaris
KU290736,17-May-16,16727,Canis lupus familiaris
KU290735,17-May-16,16727,Canis lupus familiaris
KU290734,17-May-16,16727,Canis lupus familiaris
KU290733,17-May-16,16727,Canis lupus familiaris
KU290732,17-May-16,16727,Canis lupus familiaris
KU290731,17-May-16,16727,Canis lupus familiaris
KU290730,17-May-16,16727,Canis lupus familiaris
KU290729,17-May-16,16727,Canis lupus familiaris
KU290728,17-May-16,16727,Canis lupus familiaris
KU290727,17-May-16,16727,Canis lupus familiaris
KU290726,17-May-16,16727,Canis lupus familiaris
KU290725,17-May-16,16727,Canis lupus familiaris
KU290724,17-May-16,16727,Canis lupus familiaris
KU290723,17-May-16,16727,Canis lupus familiaris
KU290722,17-May-16,16727,Canis lupus familiaris
KU290721,17-May-16,16727,Canis lupus familiaris
KU290720,17-May-16,16727,Canis lupus familiaris
KU290719,17-May-16,16727,Canis lupus familiaris
KU290718,17-May-16,16727,Canis lupus familiaris
KU290717,17-May-16,16727,Canis lupus familiaris
KU290716,17-May-16,16727,Canis lupus familiaris
KU290715,17-May-16,16727,Canis lupus familiaris
KU290714,17-May-16,16727,Canis lupus familiaris
KU290713,17-May-16,16727,Canis lupus familiaris
KU290712,17-May-16,16727,Canis lupus familiaris
KU290711,17-May-16,16727,Canis lupus familiaris
KU290710,17-May-16,16727,Canis lupus familiaris
KU290709,17-May-16,16727,Canis lupus familiaris
KU290708,17-May-16,16727,Canis lupus familiaris
KU290707,17-May-16,16727,Canis lupus familiaris
KU290706,17-May-16,16727,Canis lupus familiaris
KU290705,17-May-16,16727,Canis lupus familiaris
KU290704,17-May-16,16727,Canis lupus familiaris
KU290703,17-May-16,16727,Canis lupus familiaris
KU290702,17-May-16,16727,Canis lupus familiaris
KU290701,17-May-16,16727,Canis lupus familiaris
KU290700,17-May-16,16727,Canis lupus familiaris
KU290699,17-May-16,16727,Canis lupus familiaris
KU290698,17-May-16,16727,Canis lupus familiaris
KU290697,17-May-16,16727,Canis lupus familiaris
KU290696,17-May-16,16727,Canis lupus familiaris
KU290695,17-May-16,16727,Canis lupus familiaris
KU290694,17-May-16,16727,Canis lupus familiaris
KU290693,17-May-16,16727,Canis lupus familiaris
KU290692,17-May-16,16727,Canis lupus familiaris
KU290691,17-May-16,16727,Canis lupus familiaris
KU290690,17-May-16,16727,Canis lupus familiaris
KU290689,17-May-16,16727,Canis lupus familiaris
KU290688,17-May-16,16727,Canis lupus familiaris
KU290687,17-May-16,16727,Canis lupus familiaris
KU290686,17-May-16,16727,Canis lupus familiaris
KU290685,17-May-16,16727,Canis lupus familiaris
KU290684,17-May-16,16727,Canis lupus familiaris
KU290683,17-May-16,16727,Canis lupus familiaris
KU290682,17-May-16,16727,Canis lupus familiaris
KU290681,17-May-16,16727,Canis lupus familiaris
KU290680,17-May-16,16727,Canis lupus familiaris
KU290679,17-May-16,16727,Canis lupus familiaris
KU290678,17-May-16,16727,Canis lupus familiaris
KU290677,17-May-16,16727,Canis lupus familiaris
KU290676,17-May-16,16727,Canis lupus familiaris
KU290675,17-May-16,16727,Canis lupus familiaris
KU290674,17-May-16,16727,Canis lupus familiaris
KU290673,17-May-16,16727,Canis lupus familiaris
KU290672,17-May-16,16727,Canis lupus familiaris
KU290671,17-May-16,16727,Canis lupus familiaris
KU290670,17-May-16,16727,Canis lupus familiaris
KU290669,17-May-16,16727,Canis lupus familiaris
KU290668,17-May-16,16727,Canis lupus familiaris
KU290667,17-May-16,16727,Canis lupus familiaris
KU290666,17-May-16,16727,Canis lupus familiaris
KU290665,17-May-16,16727,Canis lupus familiaris
KU290664,17-May-16,16727,Canis lupus familiaris
KU290663,17-May-16,16727,Canis lupus familiaris
KU290662,17-May-16,16727,Canis lupus familiaris
KU290661,17-May-16,16727,Canis lupus familiaris
KU290660,17-May-16,16727,Canis lupus familiaris
KU290659,17-May-16,16727,Canis lupus familiaris
KU290658,17-May-16,16727,Canis lupus familiaris
KU290657,17-May-16,16727,Canis lupus familiaris
KU290656,17-May-16,16727,Canis lupus familiaris
KU290655,17-May-16,16727,Canis lupus familiaris
KU290654,17-May-16,16727,Canis lupus familiaris
KU290653,17-May-16,16727,Canis lupus familiaris
KU290652,17-May-16,16727,Canis lupus familiaris
KU290651,17-May-16,16727,Canis lupus familiaris
KU290650,17-May-16,16727,Canis lupus familiaris
KU290649,17-May-16,16727,Canis lupus familiaris
KU290648,17-May-16,16727,Canis lupus familiaris
KU290647,17-May-16,16727,Canis lupus familiaris
KU290646,17-May-16,16727,Canis lupus familiaris
KU290645,17-May-16,16727,Canis lupus familiaris
KU290644,17-May-16,16727,Canis lupus familiaris
KU290643,17-May-16,16727,Canis lupus familiaris
KU290642,17-May-16,16727,Canis lupus familiaris
KU290641,17-May-16,16727,Canis lupus familiaris
KU290640,17-May-16,16727,Canis lupus familiaris
KU290639,17-May-16,16727,Canis lupus familiaris
KU290638,17-May-16,16727,Canis lupus familiaris
KU290637,17-May-16,16727,Canis lupus familiaris
KU290636,17-May-16,16727,Canis lupus familiaris
KU290635,17-May-16,16727,Canis lupus familiaris
KU290634,17-May-16,16727,Canis lupus familiaris
KU290633,17-May-16,16727,Canis lupus familiaris
KU290632,17-May-16,16727,Canis lupus familiaris
KU290631,17-May-16,16727,Canis lupus familiaris
KU290630,17-May-16,16727,Canis lupus familiaris
KU290629,17-May-16,16727,Canis lupus familiaris
KU290628,17-May-16,16727,Canis lupus familiaris
KU290627,17-May-16,16727,Canis lupus familiaris
KU290626,17-May-16,16727,Canis lupus familiaris
KU290625,17-May-16,16727,Canis lupus familiaris
KU290624,17-May-16,16727,Canis lupus familiaris
KU290623,17-May-16,16727,Canis lupus familiaris
KU290622,17-May-16,16727,Canis lupus familiaris
KU290621,17-May-16,16727,Canis lupus familiaris
KU290620,17-May-16,16727,Canis lupus familiaris
KU290619,17-May-16,16727,Canis lupus familiaris
KU290618,17-May-16,16727,Canis lupus familiaris
KU290617,17-May-16,16727,Canis lupus familiaris
KU290616,17-May-16,16727,Canis lupus familiaris
KU290615,17-May-16,16727,Canis lupus familiaris
KU290614,17-May-16,16727,Canis lupus familiaris
KU290613,17-May-16,16727,Canis lupus familiaris
KU290612,17-May-16,16727,Canis lupus familiaris
KU290611,17-May-16,16727,Canis lupus familiaris
KU290610,17-May-16,16727,Canis lupus familiaris
KU290609,17-May-16,16727,Canis lupus familiaris
KU290608,17-May-16,16727,Canis lupus familiaris
KU290607,17-May-16,16727,Canis lupus familiaris
KU290606,17-May-16,16727,Canis lupus familiaris
KU290605,17-May-16,16727,Canis lupus familiaris
KU290604,17-May-16,16727,Canis lupus familiaris
KU290603,17-May-16,16727,Canis lupus familiaris
KU290602,17-May-16,16727,Canis lupus familiaris
KU290601,17-May-16,16727,Canis lupus familiaris
KU290600,17-May-16,16727,Canis lupus familiaris
KU290599,17-May-16,16727,Canis lupus familiaris
KU290598,17-May-16,16727,Canis lupus familiaris
KU290597,17-May-16,16727,Canis lupus familiaris
KU290596,17-May-16,16727,Canis lupus familiaris
KU290595,17-May-16,16727,Canis lupus familiaris
KU290594,17-May-16,16727,Canis lupus familiaris
KU290593,17-May-16,16727,Canis lupus familiaris
KU290592,17-May-16,16727,Canis lupus familiaris
KU290591,17-May-16,16727,Canis lupus familiaris
KU290590,17-May-16,16727,Canis lupus familiaris
KU290589,17-May-16,16727,Canis lupus familiaris
KU290588,17-May-16,16727,Canis lupus familiaris
KU290587,17-May-16,16727,Canis lupus familiaris
KU290586,17-May-16,16727,Canis lupus familiaris
KU290585,17-May-16,16727,Canis lupus familiaris
KU290584,17-May-16,16727,Canis lupus familiaris
KU290583,17-May-16,16727,Canis lupus familiaris
KU290582,17-May-16,16727,Canis lupus familiaris
KU290581,17-May-16,16727,Canis lupus familiaris
KU290580,17-May-16,16727,Canis lupus familiaris
KU290579,17-May-16,16727,Canis lupus familiaris
KU290578,17-May-16,16727,Canis lupus familiaris
KU290577,17-May-16,16727,Canis lupus familiaris
KU290576,17-May-16,16727,Canis lupus familiaris
KU290575,17-May-16,16727,Canis lupus familiaris
KU290574,17-May-16,16727,Canis lupus familiaris
KU290573,17-May-16,16727,Canis lupus familiaris
KU290572,17-May-16,16727,Canis lupus familiaris
KU290571,17-May-16,16727,Canis lupus familiaris
KU290570,17-May-16,16727,Canis lupus familiaris
KU290569,17-May-16,16727,Canis lupus familiaris
KU290568,17-May-16,16727,Canis lupus familiaris
KU290567,17-May-16,16727,Canis lupus familiaris
KU290566,17-May-16,16727,Canis lupus familiaris
KU290565,17-May-16,16727,Canis lupus familiaris
KU290564,17-May-16,16727,Canis lupus familiaris
KU290563,17-May-16,16727,Canis lupus familiaris
KU290562,17-May-16,16727,Canis lupus familiaris
KU290561,17-May-16,16727,Canis lupus familiaris
KU290560,17-May-16,16727,Canis lupus familiaris
KU290559,17-May-16,16727,Canis lupus familiaris
KU290558,17-May-16,16727,Canis lupus familiaris
KU290557,17-May-16,16727,Canis lupus familiaris
KU290556,17-May-16,16727,Canis lupus familiaris
KU290555,17-May-16,16727,Canis lupus familiaris
KU290554,17-May-16,16727,Canis lupus familiaris
KU290553,17-May-16,16727,Canis lupus familiaris
KU290552,17-May-16,16727,Canis lupus familiaris
KU290551,17-May-16,16727,Canis lupus familiaris
KU290550,17-May-16,16727,Canis lupus familiaris
KU290549,17-May-16,16727,Canis lupus familiaris
KU290548,17-May-16,16727,Canis lupus familiaris
KU290547,17-May-16,16727,Canis lupus familiaris
KU290546,17-May-16,16727,Canis lupus familiaris
KU290545,17-May-16,16727,Canis lupus familiaris
KU290544,17-May-16,16727,Canis lupus familiaris
KU290543,17-May-16,16727,Canis lupus familiaris
KU290542,17-May-16,16727,Canis lupus familiaris
KU290541,17-May-16,16727,Canis lupus familiaris
KU290540,17-May-16,16727,Canis lupus familiaris
KU290539,17-May-16,16727,Canis lupus familiaris
KU290538,17-May-16,16727,Canis lupus familiaris
KU290537,17-May-16,16727,Canis lupus familiaris
KU290536,17-May-16,16727,Canis lupus familiaris
KU290535,17-May-16,16727,Canis lupus familiaris
KU290534,17-May-16,16727,Canis lupus familiaris
KU290533,17-May-16,16727,Canis lupus familiaris
KU290532,17-May-16,16727,Canis lupus familiaris
KU290531,17-May-16,16727,Canis lupus familiaris
KU290530,17-May-16,16727,Canis lupus familiaris
KU290529,17-May-16,16727,Canis lupus familiaris
KU290528,17-May-16,16727,Canis lupus familiaris
KU290527,17-May-16,16727,Canis lupus familiaris
KU290526,17-May-16,16727,Canis lupus familiaris
KU290525,17-May-16,16727,Canis lupus familiaris
KU290524,17-May-16,16727,Canis lupus familiaris
KU290523,17-May-16,16727,Canis lupus familiaris
KU290522,17-May-16,16727,Canis lupus familiaris
KU290521,17-May-16,16727,Canis lupus familiaris
KU290520,17-May-16,16727,Canis lupus familiaris
KU290519,17-May-16,16727,Canis lupus familiaris
KU290518,17-May-16,16727,Canis lupus familiaris
KU290517,17-May-16,16727,Canis lupus familiaris
KU290516,17-May-16,16727,Canis lupus familiaris
KU290515,17-May-16,16727,Canis lupus familiaris
KU290514,17-May-16,16727,Canis lupus familiaris
KU290513,17-May-16,16727,Canis lupus familiaris
KU290512,17-May-16,16727,Canis lupus familiaris
KU290511,17-May-16,16727,Canis lupus familiaris
KU290510,17-May-16,16727,Canis lupus familiaris
KU290509,17-May-16,16727,Canis lupus familiaris
KU290508,17-May-16,16727,Canis lupus familiaris
KU290507,17-May-16,16727,Canis lupus familiaris
KU290506,17-May-16,16727,Canis lupus familiaris
KU290505,17-May-16,16727,Canis lupus familiaris
KU290504,17-May-16,16727,Canis lupus familiaris
KU290503,17-May-16,16727,Canis lupus familiaris
KU290502,17-May-16,16727,Canis lupus familiaris
KU290501,17-May-16,16727,Canis lupus familiaris
KU290500,17-May-16,16727,Canis lupus familiaris
KU290499,17-May-16,16727,Canis lupus familiaris
KU290498,17-May-16,16727,Canis lupus familiaris
KU290497,17-May-16,16727,Canis lupus familiaris
KU290496,17-May-16,16727,Canis lupus familiaris
KU290495,17-May-16,16727,Canis lupus familiaris
KU290494,17-May-16,16727,Canis lupus familiaris
KU290493,17-May-16,16727,Canis lupus familiaris
KU290492,17-May-16,16727,Canis lupus familiaris
KU290491,17-May-16,16727,Canis lupus familiaris
KU290490,17-May-16,16727,Canis lupus familiaris
KU290489,17-May-16,16727,Canis lupus familiaris
KU290488,17-May-16,16727,Canis lupus familiaris
KU290487,17-May-16,16727,Canis lupus familiaris
KU290486,17-May-16,16727,Canis lupus familiaris
KU290485,17-May-16,16727,Canis lupus familiaris
KU290484,17-May-16,16727,Canis lupus familiaris
KU290483,17-May-16,16727,Canis lupus familiaris
KU290482,17-May-16,16727,Canis lupus familiaris
KU290481,17-May-16,16727,Canis lupus familiaris
KU290480,17-May-16,16727,Canis lupus familiaris
KU290479,17-May-16,16727,Canis lupus familiaris
KU290478,17-May-16,16727,Canis lupus familiaris
KU290477,17-May-16,16727,Canis lupus familiaris
KU290476,17-May-16,16727,Canis lupus familiaris
KU290475,17-May-16,16727,Canis lupus familiaris
KU290474,17-May-16,16727,Canis lupus familiaris
KU290473,17-May-16,16727,Canis lupus familiaris
KU290472,17-May-16,16727,Canis lupus familiaris
KU290471,17-May-16,16727,Canis lupus familiaris
KU290470,17-May-16,16727,Canis lupus familiaris
KU290469,17-May-16,16727,Canis lupus familiaris
KU290468,17-May-16,16727,Canis lupus familiaris
KU290467,17-May-16,16727,Canis lupus familiaris
KU290466,17-May-16,16727,Canis lupus familiaris
KU290465,17-May-16,16727,Canis lupus familiaris
KU290464,17-May-16,16727,Canis lupus familiaris
KU290463,17-May-16,16727,Canis lupus familiaris
KU290462,17-May-16,16727,Canis lupus familiaris
KU290461,17-May-16,16727,Canis lupus familiaris
KU290460,17-May-16,16727,Canis lupus familiaris
KU290459,17-May-16,16727,Canis lupus familiaris
KU290458,17-May-16,16727,Canis lupus familiaris
KU290457,17-May-16,16727,Canis lupus familiaris
KU290456,17-May-16,16727,Canis lupus familiaris
KU290455,17-May-16,16727,Canis lupus familiaris
KU290454,17-May-16,16727,Canis lupus familiaris
KU290453,17-May-16,16727,Canis lupus familiaris
KU290452,17-May-16,16727,Canis lupus familiaris
KU290451,17-May-16,16727,Canis lupus familiaris
KU290450,17-May-16,16727,Canis lupus familiaris
KU290449,17-May-16,16727,Canis lupus familiaris
KU290448,17-May-16,16727,Canis lupus familiaris
KU290447,17-May-16,16727,Canis lupus familiaris
KU290446,17-May-16,16727,Canis lupus familiaris
KU290445,17-May-16,16727,Canis lupus familiaris
KU290444,17-May-16,16727,Canis lupus familiaris
KU290443,17-May-16,16727,Canis lupus familiaris
KU290442,17-May-16,16727,Canis lupus familiaris
KU290441,17-May-16,16727,Canis lupus familiaris
KU290440,17-May-16,16727,Canis lupus familiaris
KU290439,17-May-16,16727,Canis lupus familiaris
KU290438,17-May-16,16727,Canis lupus familiaris
KU290437,17-May-16,16727,Canis lupus familiaris
KU290436,17-May-16,16727,Canis lupus familiaris
KU290435,17-May-16,16727,Canis lupus familiaris
KU290434,17-May-16,16727,Canis lupus familiaris
KU290433,17-May-16,16727,Canis lupus familiaris
KU290432,17-May-16,16727,Canis lupus familiaris
KU290431,17-May-16,16727,Canis lupus familiaris
KU290430,17-May-16,16727,Canis lupus familiaris
KU290429,17-May-16,16727,Canis lupus familiaris
KU290428,17-May-16,16727,Canis lupus familiaris
KU290427,17-May-16,16727,Canis lupus familiaris
KU290426,17-May-16,16727,Canis lupus familiaris
KU290425,17-May-16,16727,Canis lupus familiaris
KU290424,17-May-16,16727,Canis lupus familiaris
KU290423,17-May-16,16727,Canis lupus familiaris
KU290422,17-May-16,16727,Canis lupus familiaris
KU290421,17-May-16,16727,Canis lupus familiaris
KU290420,17-May-16,16727,Canis lupus familiaris
KU290419,17-May-16,16727,Canis lupus familiaris
KU290418,17-May-16,16727,Canis lupus familiaris
KU290417,17-May-16,16727,Canis lupus familiaris
KU290416,17-May-16,16727,Canis lupus familiaris
KU290415,17-May-16,16727,Canis lupus familiaris
KU290414,17-May-16,16727,Canis lupus familiaris
KU290413,17-May-16,16727,Canis lupus familiaris
KU290412,17-May-16,16727,Canis lupus familiaris
KU290411,17-May-16,16727,Canis lupus familiaris
KU290410,17-May-16,16727,Canis lupus familiaris
KU290409,17-May-16,16727,Canis lupus familiaris
KU290408,17-May-16,16727,Canis lupus familiaris
KU290407,17-May-16,16727,Canis lupus familiaris
KU290406,17-May-16,16727,Canis lupus familiaris
KU290405,17-May-16,16727,Canis lupus familiaris
KU290404,17-May-16,16727,Canis lupus familiaris
KU290403,17-May-16,16727,Canis lupus familiaris
KU290402,17-May-16,16727,Canis lupus familiaris
KU290401,17-May-16,16727,Canis lupus familiaris
KU290400,17-May-16,16727,Canis lupus familiaris
KT290948,18-May-16,16354,Cervus elaphus hippelaphus
NC_030174,19-May-16,16532,Arctotherium sp.
NC_030184,19-May-16,16364,Laonastes aenigmamus
NC_030179,19-May-16,16441,Capricornis sp. YZ-2016
KX098449,20-May-16,15936,Doedicurus sp.
KX180158,20-May-16,16527,Tolypeutes matacus
KX180157,20-May-16,16550,Zaedyus pichiy
KX180156,20-May-16,16629,Chaetophractus villosus
KU891851,22-May-16,16323,Bos grunniens
KU891850,22-May-16,16338,Bos taurus
KU891849,22-May-16,16339,Bos taurus
KT279760,24-May-16,16678,Sus scrofa
KT279759,24-May-16,16679,Sus scrofa
KT279758,24-May-16,16687,Sus scrofa
KT261430,24-May-16,16680,Sus scrofa
KT261429,24-May-16,16679,Sus scrofa
KU942399,25-May-16,16503,Cervus elaphus alxaicus
KX014874,28-May-16,16344,Eothenomys miletus
KX151979,5-Jun-16,16805,Euphractus sexcinctus flavimanus
KX084803,5-Jun-16,16291,Mus famulus
KX027568,5-Jun-16,16459,Mammuthus sp.
KX027567,5-Jun-16,16460,Mammuthus primigenius
KX027566,5-Jun-16,16458,Mammuthus primigenius
KX027565,5-Jun-16,16459,Mammuthus primigenius
KX027564,5-Jun-16,16459,Mammuthus primigenius
KX027563,5-Jun-16,16459,Mammuthus sp.
KX027562,5-Jun-16,16270,Mammuthus sp.
KX027561,5-Jun-16,16411,Mammuthus sp.
KX027560,5-Jun-16,16441,Mammuthus sp.
KX027559,5-Jun-16,16458,Mammuthus jeffersonii
KX027558,5-Jun-16,16410,Mammuthus sp.
KX027557,5-Jun-16,16459,Mammuthus sp.
KX027556,5-Jun-16,16458,Mammuthus sp.
KX027555,5-Jun-16,16403,Mammuthus sp.
KX027554,5-Jun-16,16221,Mammuthus sp.
KX027553,5-Jun-16,16458,Mammuthus sp.
KX027552,5-Jun-16,16457,Mammuthus columbi
KX027551,5-Jun-16,16458,Mammuthus sp.
KX027550,5-Jun-16,16459,Mammuthus columbi
KX027549,5-Jun-16,16440,Mammuthus sp.
KX027548,5-Jun-16,16458,Mammuthus sp.
KX027547,5-Jun-16,16458,Mammuthus sp.
KX027546,5-Jun-16,16459,Mammuthus sp.
KX027544,5-Jun-16,16460,Mammuthus sp.
KX027543,5-Jun-16,16439,Mammuthus columbi
KX027542,5-Jun-16,16460,Mammuthus sp.
KX027541,5-Jun-16,16382,Mammuthus exilis
KX027540,5-Jun-16,16459,Mammuthus sp.
KX027539,5-Jun-16,16458,Mammuthus sp.
KX027538,5-Jun-16,16459,Mammuthus sp.
KX027537,5-Jun-16,16458,Mammuthus columbi
KX027536,5-Jun-16,16460,Mammuthus primigenius
KX027535,5-Jun-16,16459,Mammuthus sp.
KX027534,5-Jun-16,16460,Mammuthus primigenius
KX027533,5-Jun-16,16458,Mammuthus primigenius
KX027532,5-Jun-16,16459,Mammuthus primigenius
KX027531,5-Jun-16,16459,Mammuthus primigenius
KX027530,5-Jun-16,16459,Mammuthus sp.
KX027529,5-Jun-16,16339,Mammuthus sp.
KX027528,5-Jun-16,16460,Mammuthus sp.
KX027527,5-Jun-16,16459,Mammuthus sp.
KX027526,5-Jun-16,16459,Mammuthus primigenius
KX027525,5-Jun-16,16459,Mammuthus columbi
KX027524,5-Jun-16,16461,Mammuthus sp.
KX027523,5-Jun-16,16460,Mammuthus sp.
KX027522,5-Jun-16,16395,Mammuthus sp.
KX027521,5-Jun-16,16459,Mammuthus sp.
KX027520,5-Jun-16,16458,Mammuthus jeffersonii
KX027519,5-Jun-16,16458,Mammuthus sp.
KX027518,5-Jun-16,16458,Mammuthus columbi
KX027517,5-Jun-16,16459,Mammuthus columbi
KX027516,5-Jun-16,16458,Mammuthus columbi
KX027515,5-Jun-16,16458,Mammuthus columbi
KX027514,5-Jun-16,16458,Mammuthus columbi
KX027513,5-Jun-16,16458,Mammuthus columbi
KX027512,5-Jun-16,16458,Mammuthus sp.
KX027511,5-Jun-16,16459,Mammuthus columbi
KX027510,5-Jun-16,16459,Mammuthus sp.
KX027509,5-Jun-16,16458,Mammuthus sp.
KX027508,5-Jun-16,16459,Mammuthus sp.
KX027507,5-Jun-16,16459,Mammuthus primigenius
KX027506,5-Jun-16,16459,Mammuthus sp.
KX027505,5-Jun-16,16458,Mammuthus sp.
KX027504,5-Jun-16,16458,Mammuthus columbi
KX027503,5-Jun-16,16454,Mammuthus columbi
KX027502,5-Jun-16,16459,Mammuthus primigenius
KX027501,5-Jun-16,16459,Mammuthus primigenius
KX027500,5-Jun-16,16460,Mammuthus primigenius
KX027499,5-Jun-16,16460,Mammuthus primigenius
KX027498,5-Jun-16,16459,Mammuthus primigenius
KX027497,5-Jun-16,16459,Mammuthus sp.
KX027496,5-Jun-16,16459,Mammuthus columbi
KX027495,5-Jun-16,16460,Mammuthus primigenius
KX027494,5-Jun-16,16458,Mammuthus sp.
KX027493,5-Jun-16,16185,Mammuthus sp.
KX027492,5-Jun-16,16459,Mammuthus primigenius
KX027491,5-Jun-16,16458,Mammuthus primigenius
KX027490,5-Jun-16,16458,Mammuthus primigenius
KX027489,5-Jun-16,16459,Mammuthus primigenius
KT693383,8-Jun-16,16525,Mustela putorius furo
KT693382,8-Jun-16,16511,Mustela nivalis
KT693378,8-Jun-16,16571,Arctocephalus forsteri
KT693377,8-Jun-16,16572,Arctocephalus forsteri
KT693376,8-Jun-16,16568,Arctocephalus forsteri
KT693375,8-Jun-16,16569,Arctocephalus forsteri
KT693374,8-Jun-16,16569,Arctocephalus forsteri
KT693373,8-Jun-16,16573,Arctocephalus forsteri
KT693372,8-Jun-16,16570,Arctocephalus forsteri
KT693371,8-Jun-16,16572,Arctocephalus forsteri
KT693370,8-Jun-16,16574,Arctocephalus forsteri
KT693369,8-Jun-16,16570,Arctocephalus forsteri
KT693368,8-Jun-16,16571,Arctocephalus forsteri
KT693367,8-Jun-16,16573,Arctocephalus forsteri
KT693366,8-Jun-16,16573,Arctocephalus forsteri
KT693365,8-Jun-16,16569,Arctocephalus forsteri
KT693364,8-Jun-16,16562,Arctocephalus forsteri
KT693363,8-Jun-16,16573,Arctocephalus forsteri
KT693362,8-Jun-16,16573,Arctocephalus forsteri
KT693360,8-Jun-16,16568,Arctocephalus forsteri
KT693359,8-Jun-16,16570,Arctocephalus forsteri
KT693358,8-Jun-16,16570,Arctocephalus forsteri
KT693357,8-Jun-16,16570,Arctocephalus forsteri
KT693356,8-Jun-16,16568,Arctocephalus forsteri
KT693355,8-Jun-16,16568,Arctocephalus forsteri
KT693354,8-Jun-16,16570,Arctocephalus forsteri
KT693353,8-Jun-16,16568,Arctocephalus forsteri
KT693352,8-Jun-16,16570,Arctocephalus forsteri
KT693351,8-Jun-16,16573,Arctocephalus forsteri
KT693350,8-Jun-16,16573,Arctocephalus forsteri
KT693349,8-Jun-16,16571,Arctocephalus forsteri
KT693348,8-Jun-16,16572,Arctocephalus forsteri
KT693347,8-Jun-16,16570,Arctocephalus forsteri
KT693346,8-Jun-16,16570,Arctocephalus forsteri
KT693345,8-Jun-16,16572,Arctocephalus forsteri
KT693344,8-Jun-16,16571,Arctocephalus forsteri
KT693343,8-Jun-16,16573,Arctocephalus forsteri
KT693342,8-Jun-16,16571,Arctocephalus forsteri
KT693341,8-Jun-16,16571,Arctocephalus forsteri
KT693340,8-Jun-16,16570,Arctocephalus forsteri
KT693339,8-Jun-16,16570,Arctocephalus forsteri
KT693338,8-Jun-16,16571,Arctocephalus forsteri
KT693337,8-Jun-16,16571,Arctocephalus forsteri
KT693336,8-Jun-16,16577,Arctocephalus forsteri
KT693334,8-Jun-16,16568,Arctocephalus forsteri
KT693333,8-Jun-16,16575,Arctocephalus forsteri
KT693335,8-Jun-16,16578,Arctocephalus forsteri
KT693381,8-Jun-16,16555,Arctocephalus forsteri
KT693380,8-Jun-16,16575,Arctocephalus forsteri
KT693379,8-Jun-16,16575,Arctocephalus forsteri
KT693361,8-Jun-16,16574,Arctocephalus forsteri
KX232527,15-Jun-16,16323,Bos grunniens
KX232526,15-Jun-16,16325,Bos grunniens
KX232525,15-Jun-16,16322,Bos grunniens
KX232524,15-Jun-16,16322,Bos grunniens
KX232523,15-Jun-16,16323,Bos grunniens
KX232522,15-Jun-16,16323,Bos grunniens
KX232521,15-Jun-16,16322,Bos grunniens
KX258452,15-Jun-16,16799,Panthera spelaea
NC_030342,17-Jun-16,16291,Mus famulus
NC_030330,17-Jun-16,16344,Eothenomys miletus
KX254565,22-Jun-16,16444,Capricornis sp.
KX388144,26-Jun-16,16668,Phocarctos hookeri
KX388143,26-Jun-16,16590,Phocarctos hookeri
KU605080,27-Jun-16,16379,Camelus dromedarius
KU605079,27-Jun-16,16379,Camelus dromedarius
KU605078,27-Jun-16,16375,Camelus dromedarius
KU605077,27-Jun-16,16379,Camelus dromedarius
KU605076,27-Jun-16,16379,Camelus dromedarius
KU605075,27-Jun-16,16379,Camelus dromedarius
KU605074,27-Jun-16,16379,Camelus dromedarius
KU605073,27-Jun-16,16379,Camelus dromedarius
KU605072,27-Jun-16,16379,Camelus dromedarius
KU605071,27-Jun-16,16639,Camelus dromedarius
KU605070,27-Jun-16,16566,Camelus dromedarius
KU605069,27-Jun-16,16529,Camelus dromedarius
KU605068,27-Jun-16,15896,Camelus dromedarius
KU605067,27-Jun-16,16528,Camelus dromedarius
KU605066,27-Jun-16,15995,Camelus dromedarius
KU605065,27-Jun-16,16407,Camelus dromedarius
KU605064,27-Jun-16,16518,Camelus dromedarius
KU605063,27-Jun-16,16540,Camelus dromedarius
KU605062,27-Jun-16,16542,Camelus dromedarius
KU605061,27-Jun-16,16612,Camelus dromedarius
KU605060,27-Jun-16,16527,Camelus dromedarius
KU605059,27-Jun-16,16626,Camelus dromedarius
KU605058,27-Jun-16,16430,Camelus dromedarius
LN997430,30-Jun-16,16352,Ziphius cavirostris
KX211959,8-Jul-16,16556,Pan troglodytes troglodytes
KX211958,8-Jul-16,16558,Pan troglodytes verus
KX211957,8-Jul-16,16556,Pan troglodytes verus
KX211956,8-Jul-16,16558,Pan troglodytes verus
KX211955,8-Jul-16,16561,Pan troglodytes verus
KX211954,8-Jul-16,16559,Pan troglodytes verus
KX211953,8-Jul-16,16559,Pan troglodytes troglodytes
KX211952,8-Jul-16,16552,Pan troglodytes troglodytes
KX211951,8-Jul-16,16557,Pan troglodytes troglodytes
KX211950,8-Jul-16,16555,Pan troglodytes schweinfurthii
KX211949,8-Jul-16,16557,Pan troglodytes schweinfurthii
