AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample 
GCA_015148155.1,Homo sapiens (human),Homo sapiens,54.7277,2020/10/30 00:00,"University of California, San Francisco",172091,38088042,SAMN14253755
GCA_015149455.1,Homo sapiens (human),Homo sapiens,55.6738,2020/10/30 00:00,"University of California, San Francisco",172063,38203867,SAMN14253761
GCA_015156295.1,Homo sapiens (human),Homo sapiens,56.5259,2020/10/30 00:00,"University of California, San Francisco",172023,37947429,SAMN14253769
GCA_015109015.1,Homo sapiens (human),Homo sapiens,47.9619,2020/10/29 00:00,Academia Sinica,171967,30159514,SAMN14178728
GCA_015149195.1,Homo sapiens (human),Homo sapiens,55.6738,2020/10/30 00:00,"University of California, San Francisco",171901,38213724,SAMN14253761
GCA_015149115.1,Homo sapiens (human),Homo sapiens,55.7597,2020/10/30 00:00,"University of California, San Francisco",171883,36311956,SAMN14253763
GCA_015145485.1,Homo sapiens (human),Homo sapiens,53.4971,2020/10/30 00:00,"University of California, San Francisco",171869,28185712,SAMN00007969
GCA_015074505.1,Homo sapiens (human),Homo sapiens,48.4904,2020/10/29 00:00,Academia Sinica,171836,44432542,SAMN14178834
GCA_015109075.1,Homo sapiens (human),Homo sapiens,47.9619,2020/10/29 00:00,Academia Sinica,171801,30150292,SAMN14178728
GCA_015145125.1,Homo sapiens (human),Homo sapiens,53.4971,2020/10/30 00:00,"University of California, San Francisco",171766,26503314,SAMN00007969
GCA_015074525.1,Homo sapiens (human),Homo sapiens,48.4904,2020/10/29 00:00,Academia Sinica,171620,44442630,SAMN14178834
GCA_015149335.1,Homo sapiens (human),Homo sapiens,56.5057,2020/10/30 00:00,"University of California, San Francisco",171546,36611069,SAMN14253767
GCA_015148285.1,Homo sapiens (human),Homo sapiens,54.2273,2020/10/30 00:00,"University of California, San Francisco",171518,30568216,SAMN14253747
GCA_015121865.1,Homo sapiens (human),Homo sapiens,76.2647,2020/10/29 00:00,Academia Sinica,171504,33921932,SAMN14178756
GCA_015150215.1,Homo sapiens (human),Homo sapiens,72.5015,2020/10/30 00:00,"University of California, San Francisco",171501,46521277,SAMN14253783
GCA_015149075.1,Homo sapiens (human),Homo sapiens,56.5057,2020/10/30 00:00,"University of California, San Francisco",171494,36610803,SAMN14253767
GCA_015147705.1,Homo sapiens (human),Homo sapiens,54.2273,2020/10/30 00:00,"University of California, San Francisco",171463,30560863,SAMN14253747
GCA_015150335.1,Homo sapiens (human),Homo sapiens,55.1324,2020/10/30 00:00,"University of California, San Francisco",171421,37197437,SAMN14253777
GCA_015151035.1,Homo sapiens (human),Homo sapiens,72.5015,2020/10/30 00:00,"University of California, San Francisco",171396,46538334,SAMN14253783
GCA_015151135.1,Homo sapiens (human),Homo sapiens,55.1324,2020/10/30 00:00,"University of California, San Francisco",171389,37198956,SAMN14253777
GCA_015128245.1,Homo sapiens (human),Homo sapiens,50.8553,2020/10/29 00:00,Academia Sinica,171375,45771361,SAMN14178778
GCA_015150375.1,Homo sapiens (human),Homo sapiens,56.7618,2020/10/30 00:00,"University of California, San Francisco",171231,33057997,SAMN14253774
GCA_015151195.1,Homo sapiens (human),Homo sapiens,56.7618,2020/10/30 00:00,"University of California, San Francisco",171231,33058622,SAMN14253774
GCA_015150115.1,Homo sapiens (human),Homo sapiens,54.966,2020/10/30 00:00,"University of California, San Francisco",171127,38636919,SAMN14253789
GCA_015121875.1,Homo sapiens (human),Homo sapiens,76.2647,2020/10/29 00:00,Academia Sinica,170966,33904575,SAMN14178756
GCA_015149415.1,Homo sapiens (human),Homo sapiens,57.0746,2020/10/30 00:00,"University of California, San Francisco",170961,37303706,SAMN14253762
GCA_015148365.1,Homo sapiens (human),Homo sapiens,55.3324,2020/10/30 00:00,"University of California, San Francisco",170840,33110819,SAMN14253757
GCA_015074745.1,Homo sapiens (human),Homo sapiens,42.5232,2020/10/29 00:00,Academia Sinica,170808,45853699,SAMN14178683
GCA_015128225.1,Homo sapiens (human),Homo sapiens,50.8553,2020/10/29 00:00,Academia Sinica,170770,45775076,SAMN14178778
GCA_015149175.1,Homo sapiens (human),Homo sapiens,57.0746,2020/10/30 00:00,"University of California, San Francisco",170761,37288908,SAMN14253762
GCA_015150895.1,Homo sapiens (human),Homo sapiens,54.966,2020/10/30 00:00,"University of California, San Francisco",170759,38645300,SAMN14253789
GCA_015074605.1,Homo sapiens (human),Homo sapiens,42.5232,2020/10/29 00:00,Academia Sinica,170547,45871962,SAMN14178683
GCA_015148075.1,Homo sapiens (human),Homo sapiens,55.3324,2020/10/30 00:00,"University of California, San Francisco",170524,33103413,SAMN14253757
GCA_015151075.1,Homo sapiens (human),Homo sapiens,70.7692,2020/10/30 00:00,"University of California, San Francisco",170503,31968834,SAMN14253778
GCA_015093255.1,Homo sapiens (human),Homo sapiens,47.7895,2020/10/29 00:00,Academia Sinica,170500,27174398,SAMN14178710
GCA_015148205.1,Homo sapiens (human),Homo sapiens,55.445,2020/10/30 00:00,"University of California, San Francisco",170355,29439434,SAMN14253752
GCA_015121785.1,Homo sapiens (human),Homo sapiens,75.9126,2020/10/29 00:00,Academia Sinica,170344,33677463,SAMN14178755
GCA_015148265.1,Homo sapiens (human),Homo sapiens,53.2247,2020/10/30 00:00,"University of California, San Francisco",170327,37712348,SAMN14253749
GCA_015148545.1,Homo sapiens (human),Homo sapiens,53.2247,2020/10/30 00:00,"University of California, San Francisco",170327,37699705,SAMN14253749
GCA_015143175.1,Homo sapiens (human),Homo sapiens,47.7895,2020/10/30 00:00,Academia Sinica,170258,27174139,SAMN14178710
GCA_015149395.1,Homo sapiens (human),Homo sapiens,56.1874,2020/10/30 00:00,"University of California, San Francisco",170110,31954962,SAMN14253765
GCA_015149155.1,Homo sapiens (human),Homo sapiens,56.1874,2020/10/30 00:00,"University of California, San Francisco",170049,31946621,SAMN14253765
GCA_015093275.1,Homo sapiens (human),Homo sapiens,53.7687,2020/10/29 00:00,Academia Sinica,169969,23635109,SAMN14178711
GCA_015148465.1,Homo sapiens (human),Homo sapiens,55.445,2020/10/30 00:00,"University of California, San Francisco",169909,29443279,SAMN14253752
GCA_015152195.1,Homo sapiens (human),Homo sapiens,71.6227,2020/10/30 00:00,"University of California, San Francisco",169903,46141190,SAMN14253820
GCA_015150295.1,Homo sapiens (human),Homo sapiens,70.7692,2020/10/30 00:00,"University of California, San Francisco",169848,31972726,SAMN14253778
GCA_015151955.1,Homo sapiens (human),Homo sapiens,71.6227,2020/10/30 00:00,"University of California, San Francisco",169816,46142835,SAMN14253820
GCA_015121725.1,Homo sapiens (human),Homo sapiens,75.9126,2020/10/29 00:00,Academia Sinica,169812,33663930,SAMN14178755
GCA_015145145.1,Homo sapiens (human),Homo sapiens,55.0791,2020/10/30 00:00,"University of California, San Francisco",169793,41088893,SAMN00007749
GCA_015095855.1,Homo sapiens (human),Homo sapiens,53.7687,2020/10/29 00:00,Academia Sinica,169782,23637171,SAMN14178711
GCA_015076025.1,Homo sapiens (human),Homo sapiens,70.4689,2020/10/29 00:00,Academia Sinica,169733,41990822,SAMN14178694
GCA_015144705.1,Homo sapiens (human),Homo sapiens,55.0791,2020/10/30 00:00,"University of California, San Francisco",169707,41100896,SAMN00007749
GCA_015144745.1,Homo sapiens (human),Homo sapiens,53.0367,2020/10/30 00:00,"University of California, San Francisco",169631,29484418,SAMN00001168
GCA_015146745.1,Homo sapiens (human),Homo sapiens,55.1784,2020/10/30 00:00,"University of California, San Francisco",169600,39505417,SAMN01036848
GCA_015076045.1,Homo sapiens (human),Homo sapiens,70.4689,2020/10/29 00:00,Academia Sinica,169589,41965106,SAMN14178694
GCA_015129255.1,Homo sapiens (human),Homo sapiens,47.3479,2020/10/29 00:00,Academia Sinica,169231,38675725,SAMN14178792
GCA_015129275.1,Homo sapiens (human),Homo sapiens,47.3479,2020/10/29 00:00,Academia Sinica,169187,38680374,SAMN14178792
GCA_015151235.1,Homo sapiens (human),Homo sapiens,54.0243,2020/10/30 00:00,"University of California, San Francisco",169151,38851433,SAMN14253773
GCA_015146395.1,Homo sapiens (human),Homo sapiens,55.1784,2020/10/30 00:00,"University of California, San Francisco",169148,39519062,SAMN01036848
GCA_015157055.1,Homo sapiens (human),Homo sapiens,49.2491,2020/10/30 00:00,Academia Sinica,169071,21640495,SAMN14178818
GCA_015144125.1,Homo sapiens (human),Homo sapiens,53.0367,2020/10/30 00:00,"University of California, San Francisco",169057,27503422,SAMN00001168
GCA_015152055.1,Homo sapiens (human),Homo sapiens,57.1059,2020/10/30 00:00,"University of California, San Francisco",169015,28830299,SAMN14253817
GCA_015148135.1,Homo sapiens (human),Homo sapiens,55.8808,2020/10/30 00:00,"University of California, San Francisco",168948,28207856,SAMN14253754
GCA_015148425.1,Homo sapiens (human),Homo sapiens,55.8808,2020/10/30 00:00,"University of California, San Francisco",168891,28226093,SAMN14253754
GCA_015150385.1,Homo sapiens (human),Homo sapiens,54.0243,2020/10/30 00:00,"University of California, San Francisco",168847,38834473,SAMN14253773
GCA_015152235.1,Homo sapiens (human),Homo sapiens,57.1059,2020/10/30 00:00,"University of California, San Francisco",168779,28835737,SAMN14253817
GCA_015157095.1,Homo sapiens (human),Homo sapiens,49.2491,2020/10/30 00:00,Academia Sinica,168754,21638346,SAMN14178818
GCA_015121485.1,Homo sapiens (human),Homo sapiens,72.4502,2020/10/29 00:00,Academia Sinica,168602,58924215,SAMN14178746
GCA_015120625.1,Homo sapiens (human),Homo sapiens,72.4502,2020/10/29 00:00,Academia Sinica,168552,58927053,SAMN14178746
GCA_015151155.1,Homo sapiens (human),Homo sapiens,55.4156,2020/10/30 00:00,"University of California, San Francisco",168427,31194339,SAMN14253776
GCA_015149935.1,Homo sapiens (human),Homo sapiens,61.6289,2020/10/30 00:00,"University of California, San Francisco",168325,29635910,SAMN14253797
GCA_015144285.1,Homo sapiens (human),Homo sapiens,53.6471,2020/10/30 00:00,"University of California, San Francisco",168175,36495059,SAMN00006466
GCA_015112955.1,Homo sapiens (human),Homo sapiens,46.3272,2020/10/29 00:00,Academia Sinica,168119,38417779,SAMN14178735
GCA_015150735.1,Homo sapiens (human),Homo sapiens,61.6289,2020/10/30 00:00,"University of California, San Francisco",168115,32015811,SAMN14253797
GCA_015151995.1,Homo sapiens (human),Homo sapiens,68.0793,2020/10/30 00:00,"University of California, San Francisco",168006,39677421,SAMN14253819
GCA_015152255.1,Homo sapiens (human),Homo sapiens,68.0793,2020/10/30 00:00,"University of California, San Francisco",167978,39678223,SAMN14253819
GCA_015112875.1,Homo sapiens (human),Homo sapiens,46.3272,2020/10/29 00:00,Academia Sinica,167946,38407603,SAMN14178735
GCA_015148115.1,Homo sapiens (human),Homo sapiens,56.0848,2020/10/30 00:00,"University of California, San Francisco",167941,30171761,SAMN14253756
GCA_015148385.1,Homo sapiens (human),Homo sapiens,56.0848,2020/10/30 00:00,"University of California, San Francisco",167940,30179349,SAMN14253756
GCA_015149005.1,Homo sapiens (human),Homo sapiens,55.4156,2020/10/30 00:00,"University of California, San Francisco",167927,31202278,SAMN14253776
GCA_015144905.1,Homo sapiens (human),Homo sapiens,53.6471,2020/10/30 00:00,"University of California, San Francisco",167867,36503823,SAMN00006466
GCA_015074685.1,Homo sapiens (human),Homo sapiens,47.809,2020/10/29 00:00,Academia Sinica,167504,45406974,SAMN14178682
GCA_015150955.1,Homo sapiens (human),Homo sapiens,63.8835,2020/10/30 00:00,"University of California, San Francisco",167443,31980874,SAMN14253786
GCA_015074645.1,Homo sapiens (human),Homo sapiens,47.809,2020/10/29 00:00,Academia Sinica,167436,45409765,SAMN14178682
GCA_015157255.1,Homo sapiens (human),Homo sapiens,49.8963,2020/10/30 00:00,Academia Sinica,167429,25016982,SAMN14178819
GCA_015150275.1,Homo sapiens (human),Homo sapiens,61.1819,2020/10/30 00:00,"University of California, San Francisco",167406,26376266,SAMN14253781
GCA_015128905.1,Homo sapiens (human),Homo sapiens,50.1343,2020/10/29 00:00,Academia Sinica,167335,41673219,SAMN14178784
GCA_015128965.1,Homo sapiens (human),Homo sapiens,50.1343,2020/10/29 00:00,Academia Sinica,167321,41656343,SAMN14178784
GCA_015157295.1,Homo sapiens (human),Homo sapiens,49.8963,2020/10/30 00:00,Academia Sinica,167275,25028062,SAMN14178819
GCA_015150195.1,Homo sapiens (human),Homo sapiens,56.8099,2020/10/30 00:00,"University of California, San Francisco",167148,22735485,SAMN14253784
GCA_015151015.1,Homo sapiens (human),Homo sapiens,56.8099,2020/10/30 00:00,"University of California, San Francisco",167130,22726339,SAMN14253784
GCA_015149515.1,Homo sapiens (human),Homo sapiens,54.8573,2020/10/30 00:00,"University of California, San Francisco",167046,30092383,SAMN14253760
GCA_015128945.1,Homo sapiens (human),Homo sapiens,48.5816,2020/10/29 00:00,Academia Sinica,166998,40928733,SAMN14178783
GCA_015151095.1,Homo sapiens (human),Homo sapiens,61.4797,2020/10/30 00:00,"University of California, San Francisco",166985,38594245,SAMN14253779
GCA_015128925.1,Homo sapiens (human),Homo sapiens,48.5816,2020/10/29 00:00,Academia Sinica,166933,40933580,SAMN14178783
GCA_015149035.1,Homo sapiens (human),Homo sapiens,58.1638,2020/10/30 00:00,"University of California, San Francisco",166925,34242350,SAMN14253768
GCA_015151055.1,Homo sapiens (human),Homo sapiens,61.1819,2020/10/30 00:00,"University of California, San Francisco",166902,26373911,SAMN14253781
GCA_015150435.1,Homo sapiens (human),Homo sapiens,54.9045,2020/10/30 00:00,"University of California, San Francisco",166838,39721343,SAMN14253771
GCA_015149315.1,Homo sapiens (human),Homo sapiens,58.1638,2020/10/30 00:00,"University of California, San Francisco",166800,34216894,SAMN14253768
GCA_015150315.1,Homo sapiens (human),Homo sapiens,61.4797,2020/10/30 00:00,"University of California, San Francisco",166783,38612108,SAMN14253779
GCA_015150175.1,Homo sapiens (human),Homo sapiens,63.8835,2020/10/30 00:00,"University of California, San Francisco",166712,31980616,SAMN14253786
GCA_015149215.1,Homo sapiens (human),Homo sapiens,54.8573,2020/10/30 00:00,"University of California, San Francisco",166679,30096108,SAMN14253760
GCA_015151255.1,Homo sapiens (human),Homo sapiens,54.9045,2020/10/30 00:00,"University of California, San Francisco",166665,39724621,SAMN14253771
GCA_015145405.1,Homo sapiens (human),Homo sapiens,55.8985,2020/10/30 00:00,"University of California, San Francisco",166660,32293630,SAMN00009092
GCA_015145685.1,Homo sapiens (human),Homo sapiens,55.8985,2020/10/30 00:00,"University of California, San Francisco",166377,32301979,SAMN00009092
GCA_015145465.1,Homo sapiens (human),Homo sapiens,52.1319,2020/10/30 00:00,"University of California, San Francisco",166312,32918094,SAMN00004498
GCA_015120235.1,Homo sapiens (human),Homo sapiens,52.1726,2020/10/29 00:00,Academia Sinica,166196,39491798,SAMN14178743
GCA_015144185.1,Homo sapiens (human),Homo sapiens,57.6899,2020/10/30 00:00,"University of California, San Francisco",166170,24508802,SAMN00000528
GCA_015144805.1,Homo sapiens (human),Homo sapiens,57.6899,2020/10/30 00:00,"University of California, San Francisco",166109,21995378,SAMN00000528
GCA_015146495.1,Homo sapiens (human),Homo sapiens,57.4708,2020/10/30 00:00,"University of California, San Francisco",166092,32224311,SAMN01091029
GCA_015120275.1,Homo sapiens (human),Homo sapiens,52.1726,2020/10/29 00:00,Academia Sinica,166027,39496572,SAMN14178743
GCA_015144045.1,Homo sapiens (human),Homo sapiens,52.1319,2020/10/30 00:00,"University of California, San Francisco",165987,32907838,SAMN00004498
GCA_015150135.1,Homo sapiens (human),Homo sapiens,60.4054,2020/10/30 00:00,"University of California, San Francisco",165950,36345747,SAMN14253787
GCA_015150935.1,Homo sapiens (human),Homo sapiens,60.4054,2020/10/30 00:00,"University of California, San Francisco",165787,36357476,SAMN14253787
GCA_015146235.1,Homo sapiens (human),Homo sapiens,57.4708,2020/10/30 00:00,"University of California, San Francisco",165648,32219056,SAMN01091029
GCA_015144685.1,Homo sapiens (human),Homo sapiens,57.4178,2020/10/30 00:00,"University of California, San Francisco",165578,45419315,SAMN00004482
GCA_015143195.1,Homo sapiens (human),Homo sapiens,48.1227,2020/10/30 00:00,Academia Sinica,165533,37949955,SAMN14178782
GCA_015149275.1,Homo sapiens (human),Homo sapiens,55.0579,2020/10/30 00:00,"University of California, San Francisco",165514,38345609,SAMN14253758
GCA_015144085.1,Homo sapiens (human),Homo sapiens,54.2978,2020/10/30 00:00,"University of California, San Francisco",165461,35123699,SAMN00001269
GCA_015149255.1,Homo sapiens (human),Homo sapiens,56.848,2020/10/30 00:00,"University of California, San Francisco",165426,27956821,SAMN14253770
GCA_015148325.1,Homo sapiens (human),Homo sapiens,55.0579,2020/10/30 00:00,"University of California, San Francisco",165346,38331972,SAMN14253758
GCA_015128825.1,Homo sapiens (human),Homo sapiens,48.1227,2020/10/29 00:00,Academia Sinica,165177,37943821,SAMN14178782
GCA_015145725.1,Homo sapiens (human),Homo sapiens,48.5285,2020/10/30 00:00,"University of California, San Francisco",165096,25097080,SAMN00009091
GCA_015145365.1,Homo sapiens (human),Homo sapiens,48.5285,2020/10/30 00:00,"University of California, San Francisco",165051,29093226,SAMN00009091
GCA_015148335.1,Homo sapiens (human),Homo sapiens,52.0838,2020/10/30 00:00,"University of California, San Francisco",164936,31260518,SAMN14253759
GCA_015150455.1,Homo sapiens (human),Homo sapiens,56.848,2020/10/30 00:00,"University of California, San Francisco",164897,27951461,SAMN14253770
GCA_004368595.1,Myodes glareolus (Bank vole),Myodes glareolus,90,2019/03/26 00:00,Lund University,164884,1590265,SAMN05860961
GCA_015146585.1,Homo sapiens (human),Homo sapiens,57.1758,2020/10/30 00:00,"University of California, San Francisco",164830,36263979,SAMN01090940
GCA_015146275.1,Homo sapiens (human),Homo sapiens,57.1758,2020/10/30 00:00,"University of California, San Francisco",164813,36265675,SAMN01090940
GCA_015146375.1,Homo sapiens (human),Homo sapiens,56.1009,2020/10/30 00:00,"University of California, San Francisco",164778,31262321,SAMN01036816
GCA_015149235.1,Homo sapiens (human),Homo sapiens,52.0838,2020/10/30 00:00,"University of California, San Francisco",164765,31242952,SAMN14253759
GCA_015148485.1,Homo sapiens (human),Homo sapiens,81.7374,2020/10/30 00:00,"University of California, San Francisco",164748,40536872,SAMN14253751
GCA_015143215.1,Homo sapiens (human),Homo sapiens,64.1716,2020/10/30 00:00,Academia Sinica,164677,48726488,SAMN14178706
GCA_015146535.1,Homo sapiens (human),Homo sapiens,55.7944,2020/10/30 00:00,"University of California, San Francisco",164469,33210645,SAMN01096789
GCA_015148225.1,Homo sapiens (human),Homo sapiens,81.7374,2020/10/30 00:00,"University of California, San Francisco",164406,40543912,SAMN14253751
GCA_015086795.1,Homo sapiens (human),Homo sapiens,64.1716,2020/10/29 00:00,Academia Sinica,164370,48728038,SAMN14178706
GCA_015146635.1,Homo sapiens (human),Homo sapiens,56.1009,2020/10/30 00:00,"University of California, San Francisco",164350,31251944,SAMN01036816
GCA_015146825.1,Homo sapiens (human),Homo sapiens,55.7944,2020/10/30 00:00,"University of California, San Francisco",164331,33204232,SAMN01096789
GCA_015144325.1,Homo sapiens (human),Homo sapiens,53.8144,2020/10/30 00:00,"University of California, San Francisco",164198,28857084,SAMN00006404
GCA_015157215.1,Homo sapiens (human),Homo sapiens,49.4025,2020/10/30 00:00,Academia Sinica,164018,18982678,SAMN14178820
GCA_015144945.1,Homo sapiens (human),Homo sapiens,53.8144,2020/10/30 00:00,"University of California, San Francisco",164015,28870642,SAMN00006404
GCA_015121685.1,Homo sapiens (human),Homo sapiens,67.4013,2020/10/29 00:00,Academia Sinica,163827,51091768,SAMN14178753
GCA_015159335.1,Homo sapiens (human),Homo sapiens,52.252,2020/10/30 00:00,Academia Sinica,163787,45824098,SAMN14178829
GCA_015159365.1,Homo sapiens (human),Homo sapiens,52.252,2020/10/30 00:00,Academia Sinica,163645,45829986,SAMN14178829
GCA_015112915.1,Homo sapiens (human),Homo sapiens,42.0327,2020/10/29 00:00,Academia Sinica,163628,35369270,SAMN14178734
GCA_015144925.1,Homo sapiens (human),Homo sapiens,51.5279,2020/10/30 00:00,"University of California, San Francisco",163604,26053382,SAMN00006405
GCA_015121805.1,Homo sapiens (human),Homo sapiens,67.4013,2020/10/29 00:00,Academia Sinica,163568,51082919,SAMN14178753
GCA_015112935.1,Homo sapiens (human),Homo sapiens,42.0327,2020/10/29 00:00,Academia Sinica,163415,35376147,SAMN14178734
GCA_015158305.1,Homo sapiens (human),Homo sapiens,49.4025,2020/10/30 00:00,Academia Sinica,163376,18987908,SAMN14178820
GCA_015148505.1,Homo sapiens (human),Homo sapiens,52.0226,2020/10/30 00:00,"University of California, San Francisco",163358,38167319,SAMN14253750
GCA_015144305.1,Homo sapiens (human),Homo sapiens,51.5279,2020/10/30 00:00,"University of California, San Francisco",163349,32570478,SAMN00006405
GCA_015105875.1,Homo sapiens (human),Homo sapiens,60.7131,2020/10/29 00:00,Academia Sinica,163276,38529174,SAMN14178724
GCA_015147565.1,Homo sapiens (human),Homo sapiens,55.6037,2020/10/30 00:00,"University of California, San Francisco",163240,37568238,SAMN14253740
GCA_015075605.1,Homo sapiens (human),Homo sapiens,53.2281,2020/10/29 00:00,Academia Sinica,163214,45376306,SAMN14178686
GCA_015148525.1,Homo sapiens (human),Homo sapiens,52.0648,2020/10/30 00:00,"University of California, San Francisco",163106,36403809,SAMN14253748
GCA_015148245.1,Homo sapiens (human),Homo sapiens,52.0226,2020/10/30 00:00,"University of California, San Francisco",163051,38165243,SAMN14253750
GCA_015159255.1,Homo sapiens (human),Homo sapiens,50.5706,2020/10/30 00:00,Academia Sinica,163007,42519807,SAMN14178827
GCA_015159215.1,Homo sapiens (human),Homo sapiens,50.5706,2020/10/30 00:00,Academia Sinica,162999,42528777,SAMN14178827
GCA_015148305.1,Homo sapiens (human),Homo sapiens,52.0648,2020/10/30 00:00,"University of California, San Francisco",162986,36412923,SAMN14253748
GCA_015147825.1,Homo sapiens (human),Homo sapiens,55.6037,2020/10/30 00:00,"University of California, San Francisco",162908,37561379,SAMN14253740
GCA_015074965.1,Homo sapiens (human),Homo sapiens,53.2281,2020/10/29 00:00,Academia Sinica,162892,45373987,SAMN14178686
GCA_015100085.1,Homo sapiens (human),Homo sapiens,61.1179,2020/10/29 00:00,Academia Sinica,162852,55263100,SAMN14178717
GCA_015100035.1,Homo sapiens (human),Homo sapiens,61.1179,2020/10/29 00:00,Academia Sinica,162773,55259286,SAMN14178717
GCA_015147225.1,Homo sapiens (human),Homo sapiens,51.2927,2020/10/30 00:00,"University of California, San Francisco",162700,37270048,SAMN14253732
GCA_015147585.1,Homo sapiens (human),Homo sapiens,52.0728,2020/10/30 00:00,"University of California, San Francisco",162685,37317986,SAMN14253741
GCA_015147805.1,Homo sapiens (human),Homo sapiens,52.0728,2020/10/30 00:00,"University of California, San Francisco",162662,37320066,SAMN14253741
GCA_015105835.1,Homo sapiens (human),Homo sapiens,60.7131,2020/10/29 00:00,Academia Sinica,162643,39484061,SAMN14178724
GCA_015121425.1,Homo sapiens (human),Homo sapiens,57.954,2020/10/29 00:00,Academia Sinica,162494,79651958,SAMN14178748
GCA_015121545.1,Homo sapiens (human),Homo sapiens,57.954,2020/10/29 00:00,Academia Sinica,162435,79596720,SAMN14178748
GCA_015146355.1,Homo sapiens (human),Homo sapiens,50.1641,2020/10/30 00:00,"University of California, San Francisco",162418,28937401,SAMN01036809
GCA_015147505.1,Homo sapiens (human),Homo sapiens,51.6649,2020/10/30 00:00,"University of California, San Francisco",162418,33337002,SAMN14253746
GCA_015147665.1,Homo sapiens (human),Homo sapiens,51.6649,2020/10/30 00:00,"University of California, San Francisco",162375,33340884,SAMN14253746
GCA_015146675.1,Homo sapiens (human),Homo sapiens,50.1641,2020/10/30 00:00,"University of California, San Francisco",162320,30124535,SAMN01036809
GCA_015146885.1,Homo sapiens (human),Homo sapiens,51.2927,2020/10/30 00:00,"University of California, San Francisco",162287,37279690,SAMN14253732
GCA_015150855.1,Homo sapiens (human),Homo sapiens,51.6131,2020/10/30 00:00,"University of California, San Francisco",162118,34563346,SAMN14253791
GCA_015150095.1,Homo sapiens (human),Homo sapiens,51.6131,2020/10/30 00:00,"University of California, San Francisco",161871,34553773,SAMN14253791
GCA_015159235.1,Homo sapiens (human),Homo sapiens,53.0415,2020/10/30 00:00,Academia Sinica,161606,34854040,SAMN14178826
GCA_015159275.1,Homo sapiens (human),Homo sapiens,53.0415,2020/10/30 00:00,Academia Sinica,161595,34855322,SAMN14178826
GCA_015150975.1,Homo sapiens (human),Homo sapiens,59.5124,2020/10/30 00:00,"University of California, San Francisco",161572,33108620,SAMN14253785
GCA_015119855.1,Homo sapiens (human),Homo sapiens,52.6146,2020/10/29 00:00,Academia Sinica,161435,39155768,SAMN14178742
GCA_015105855.1,Homo sapiens (human),Homo sapiens,52.1616,2020/10/29 00:00,Academia Sinica,161299,44664456,SAMN14178725
GCA_015145205.1,Homo sapiens (human),Homo sapiens,52.0039,2020/10/30 00:00,"University of California, San Francisco",161293,34605713,SAMN00249724
GCA_015145545.1,Homo sapiens (human),Homo sapiens,52.0039,2020/10/30 00:00,"University of California, San Francisco",161292,32178372,SAMN00249724
GCA_015075025.1,Homo sapiens (human),Homo sapiens,69.8062,2020/10/29 00:00,Academia Sinica,161283,38555253,SAMN14178687
GCA_015120255.1,Homo sapiens (human),Homo sapiens,52.6146,2020/10/29 00:00,Academia Sinica,161283,39176613,SAMN14178742
GCA_015075085.1,Homo sapiens (human),Homo sapiens,69.8062,2020/10/29 00:00,Academia Sinica,161226,38561442,SAMN14178687
GCA_015105815.1,Homo sapiens (human),Homo sapiens,52.1616,2020/10/29 00:00,Academia Sinica,161191,44667526,SAMN14178725
GCA_015150155.1,Homo sapiens (human),Homo sapiens,59.5124,2020/10/30 00:00,"University of California, San Francisco",161009,33102841,SAMN14253785
GCA_015144665.1,Homo sapiens (human),Homo sapiens,51.5092,2020/10/30 00:00,"University of California, San Francisco",160993,25280775,SAMN00001268
GCA_015076065.1,Homo sapiens (human),Homo sapiens,57.3005,2020/10/29 00:00,Academia Sinica,160980,38038636,SAMN14178695
GCA_015075945.1,Homo sapiens (human),Homo sapiens,57.3005,2020/10/29 00:00,Academia Sinica,160964,38030389,SAMN14178695
GCA_015110605.1,Homo sapiens (human),Homo sapiens,56.7291,2020/10/29 00:00,Academia Sinica,160713,35859222,SAMN14178729
GCA_015151115.1,Homo sapiens (human),Homo sapiens,56.7623,2020/10/30 00:00,"University of California, San Francisco",160692,38127426,SAMN14253780
GCA_015150255.1,Homo sapiens (human),Homo sapiens,56.7623,2020/10/30 00:00,"University of California, San Francisco",160685,36370310,SAMN14253780
GCA_015074545.1,Homo sapiens (human),Homo sapiens,58.8797,2020/10/29 00:00,Academia Sinica,160613,40989367,SAMN14178832
GCA_015074585.1,Homo sapiens (human),Homo sapiens,58.8797,2020/10/29 00:00,Academia Sinica,160565,40995411,SAMN14178832
GCA_015086735.1,Homo sapiens (human),Homo sapiens,60.2463,2020/10/29 00:00,Academia Sinica,160560,42186617,SAMN14178707
GCA_015145105.1,Homo sapiens (human),Homo sapiens,51.5092,2020/10/30 00:00,"University of California, San Francisco",160537,31696940,SAMN00001268
GCA_015146255.1,Homo sapiens (human),Homo sapiens,55.5277,2020/10/30 00:00,"University of California, San Francisco",160524,28842458,SAMN01036788
GCA_015146615.1,Homo sapiens (human),Homo sapiens,55.5277,2020/10/30 00:00,"University of California, San Francisco",160524,28852765,SAMN01036788
GCA_015110655.1,Homo sapiens (human),Homo sapiens,56.7291,2020/10/29 00:00,Academia Sinica,160521,35857132,SAMN14178729
GCA_015102475.1,Homo sapiens (human),Homo sapiens,54.5061,2020/10/29 00:00,Academia Sinica,160506,37325611,SAMN14178720
